siteID,date,temp,temp_sd,temp_var
BART,2021-04-15,4.913629150390648,0.2445694795767168,0.059814230340426086
BART,2021-04-16,-0.2388957362020942,0.19181322991998204,0.03679231517233589
BART,2021-04-17,0.7945633426789542,0.38662291516289254,0.1494772785290532
BART,2021-04-18,2.0350487493699823,0.6263394449370487,0.3923011002840503
BART,2021-04-19,4.130065721081172,0.8799208872432531,0.7742607678069537
BART,2021-04-20,5.747893105783793,1.2069277429604595,1.456674576727629
BART,2021-04-21,3.6828975554435712,2.4791146345941404,6.146009371458838
BART,2021-04-22,1.8459657730594985,1.8037553659585812,3.2535334202243753
BART,2021-04-23,1.7584029659148412,2.367855222352873,5.606738354023773
BART,2021-04-24,3.8633479948966962,2.659604552860251,7.073496377594978
BART,2021-04-25,3.9964902816280468,3.3778787236432417,11.410064671641695
BART,2021-04-26,4.338800048828148,4.086157490440444,16.696683036682547
BART,2021-04-27,5.276698746219781,5.002578819152553,25.025794841833747
BART,2021-04-28,7.504538062311011,5.448314655793098,29.68413258852986
BART,2021-04-29,7.878509324596797,4.927358328859676,24.278860100982826
BART,2021-04-30,6.857868612966253,4.6614984788030265,21.72956806788293
BART,2021-05-01,6.988554726877543,3.184198221028778,10.139118310802832
CLBJ,2021-04-15,11.700724743258592,0.3439967750136881,0.11833378121981793
CLBJ,2021-04-16,12.906263585244478,1.3192658124722085,1.7404622839579564
CLBJ,2021-04-17,7.026821800970285,1.6221901464666657,2.631500871293542
CLBJ,2021-04-18,5.076983839465749,1.1313754507385165,1.2800104105337815
CLBJ,2021-04-19,7.22038987682714,1.1430060418738854,1.3064628117602064
CLBJ,2021-04-20,8.902729452810002,2.299906546452161,5.289570122413506
CLBJ,2021-04-21,6.582897358555971,3.3361062024377692,11.129604593943755
CLBJ,2021-04-22,11.72015558058218,3.4358494420170977,11.805061388209202
CLBJ,2021-04-23,14.24033852854085,4.381201839822944,19.194929561267955
CLBJ,2021-04-24,12.117218805128552,4.205211946162448,17.683807512147364
CLBJ,2021-04-25,12.680359674269177,3.6688216091362817,13.460251999665337
CLBJ,2021-04-26,15.838801033266153,3.392026177995039,11.505841592203634
CLBJ,2021-04-27,17.312185767389135,3.7910746656428143,14.372247120478777
CLBJ,2021-04-28,15.879377598916353,4.102537460258274,16.830813612822407
CLBJ,2021-04-29,15.084960740612422,4.189569738109914,17.552494590486376
CLBJ,2021-04-30,15.622381198021696,3.313693757244158,10.980566316798905
CLBJ,2021-05-01,15.771778525075627,3.8662212894887467,14.947667059296027
DELA,2021-04-15,14.426532179309499,0.304946127350349,0.09299214058597526
DELA,2021-04-16,10.06432790448591,1.164207630010102,1.3553794057737387
DELA,2021-04-17,11.83327341387351,1.485374793367788,2.206338276772399
DELA,2021-04-18,10.486663621471797,1.798169729975042,3.233414377798516
DELA,2021-04-19,7.110708716607886,1.3792839712887075,1.9024242734539483
DELA,2021-04-20,10.202729059034802,2.0606650416431607,4.246340413850208
DELA,2021-04-21,8.750640672253047,2.5388789565480803,6.445906356002668
DELA,2021-04-22,8.70080251386091,2.4271858332918055,5.891231069332437
DELA,2021-04-23,12.231953085622502,2.7986443207784837,7.83241003422566
DELA,2021-04-24,15.679802482358893,3.305901589849759,10.928985321771162
DELA,2021-04-25,13.306164944556475,4.0571573511788435,16.46052577222453
DELA,2021-04-26,13.725896823021696,3.7244569813120627,13.871579805644163
DELA,2021-04-27,14.763797686176938,3.950812303339105,15.608917856215642
DELA,2021-04-28,16.450989557081677,3.4225603990742592,11.713919685311351
DELA,2021-04-29,16.217219986454158,4.359234856926964,19.002928537847044
DELA,2021-04-30,16.20947639711444,4.105436840918915,16.854611654774278
DELA,2021-05-01,17.2001645980343,3.224073814092036,10.39465195871397
GRSM,2021-04-15,6.339435995778753,0.22893143741599536,0.0524096030373538
GRSM,2021-04-16,1.628843049080164,0.4513410007153842,0.2037086989267644
GRSM,2021-04-17,6.442949651902745,0.6001853856207972,0.36022249711278503
GRSM,2021-04-18,4.689890018586213,1.297726727796458,1.6840946600373021
GRSM,2021-04-19,3.7687740202873212,1.376587177641569,1.894992257647181
GRSM,2021-04-20,5.489826620778753,1.578607852195207,2.4920027510123646
GRSM,2021-04-21,4.321607823525729,3.0113585250894133,9.068280166628687
GRSM,2021-04-22,4.200804482736918,2.715812463859353,7.375637338853809
GRSM,2021-04-23,7.344531446887624,2.8322497619790115,8.021638714230168
GRSM,2021-04-24,9.926572541267664,2.5000306940019508,6.250153470951877
GRSM,2021-04-25,8.43519720262099,3.6987855711511126,13.681014701355661
GRSM,2021-04-26,8.848477074407786,3.8102511714670637,14.518013989666132
GRSM,2021-04-27,10.457346073273712,3.420276688546234,11.698292626212792
GRSM,2021-04-28,11.468731098790345,4.05345042925436,16.430460382422353
GRSM,2021-04-29,11.633344884072603,4.6263250292158835,21.402883275949343
GRSM,2021-04-30,11.403024784211212,3.8601011363323217,14.90038078271408
GRSM,2021-05-01,12.610488202494983,2.7829133678541806,7.744606812981497
HARV,2021-04-15,6.258875546212947,0.3111439938143971,0.09681058488677358
HARV,2021-04-16,1.9894932633739635,1.285232643083146,1.6518229468464896
HARV,2021-04-17,2.12348250049658,0.5745522901321977,0.3301103340961531
HARV,2021-04-18,3.754906709315436,0.8958117444859991,0.802478681559049
HARV,2021-04-19,6.032372529627936,1.0378617136387405,1.0771569366371427
HARV,2021-04-20,7.458486886751877,0.8930222022983246,0.7974886537977499
HARV,2021-04-21,6.2646852654926075,3.1769449908312453,10.092979474767741
HARV,2021-04-22,4.345045807402036,1.9276705147432929,3.715913613410672
