date,siteID,mean,min,max,var,expuncert,meanstderr
2017-01-01,HARV,-0.42645,-1.8156,0.3083,0.1149,0.1349,0.008
2017-01-02,HARV,-6.3876125,-9.2927,-2.5342,0.3315,0.1358,0.0136
2017-01-03,HARV,0.7782375,0.1892,1.5047,0.0121,0.1349,0.0026
2017-01-04,HARV,0.2825625,-0.0248,0.9686,0.0021,0.1346,0.0011
2017-01-05,HARV,-7.04286875,-7.9482,-6.2436,0.0247,0.1315,0.0037
2017-01-06,HARV,-6.1951625,-6.6631,-5.513,0.0058,0.1318,0.0018
2017-01-07,HARV,-9.77321875,-10.3492,-8.8844,0.0423,0.1306,0.0048
2017-01-08,HARV,-15.42678125,-17.6332,-14.4532,0.071,0.1281,0.0063
2017-01-09,HARV,-18.370224999999998,-21.3174,-16.5023,0.165,0.1281,0.0096
2017-01-10,HARV,-11.81248125,-13.6531,-10.8823,0.0541,0.13,0.0055
2017-01-11,HARV,4.38685,2.2412,5.2502,0.202,0.1377,0.0106
2017-01-12,HARV,7.1793625,4.4522,8.7566,0.4356,0.1409,0.0156
2017-01-13,HARV,1.26298125,-0.143,2.7338,0.0832,0.1357,0.0068
2017-01-14,HARV,-11.5374625,-12.4428,-9.9934,0.2447,0.1318,0.0117
2017-01-15,HARV,-7.1999812499999996,-8.9971,-5.9079,0.1842,0.1332,0.0101
2017-01-16,HARV,-8.63474375,-10.4213,-6.7862,0.2938,0.1334,0.0128
2017-01-17,HARV,-3.95988125,-6.7243,-1.0904,0.1498,0.1344,0.0091
2017-01-18,HARV,-0.2473125,-0.6636,0.4655,0.001,0.1344,7e-4
2017-01-19,HARV,-0.25449374999999996,-0.8026,0.6222,0.0105,0.1345,0.0024
2017-01-20,HARV,-0.54795,-1.0689,0.2297,0.0035,0.1343,0.0014
2017-01-21,HARV,0.93725,0.1912,1.8455,0.0211,0.1351,0.0034
2017-01-22,HARV,3.63513125,0.9763,5.7064,0.2117,0.1379,0.0108
2017-01-23,HARV,-1.76619375,-2.2109,-1.0824,0.002,0.1337,0.001
2017-01-24,HARV,-2.02718125,-2.499,-1.2433,0.0044,0.1337,0.0016
2017-01-25,HARV,-1.4967937500000001,-2.2807,-0.4167,0.0097,0.1341,0.0023
2017-01-26,HARV,1.87483125,0.0895,2.8428,0.1046,0.1362,0.0076
2017-01-27,HARV,0.5549062499999999,-0.1427,2.0937,0.0477,0.1355,0.0052
2017-01-28,HARV,-1.2693375,-1.8562,-0.434,0.0109,0.1341,0.0025
2017-01-29,HARV,-2.38678125,-3.5556,-1.5141,0.0518,0.1336,0.0054
2017-01-30,HARV,-7.0618,-8.3293,-5.8138,0.0691,0.1321,0.0062
2017-01-31,HARV,-11.032808333333334,-11.947,-10.1792,0.0436,0.1301,0.0049
2017-02-01,HARV,-5.068191666666666,-5.5467,-4.2412,0.003,0.1324,0.0013
2017-02-02,HARV,-5.466333333333333,-7.1033,-3.4664,0.4888,0.1366,0.0165
2017-02-03,HARV,-9.02685,-9.5158,-8.1524,0.0225,0.1309,0.0035
2017-02-04,HARV,-11.423308333333333,-12.812,-9.5063,0.8125,0.1369,0.0212
2017-02-05,HARV,-5.829725,-6.4431,-4.5341,0.0375,0.1326,0.0046
2017-02-06,HARV,-3.77585,-4.3647,-2.9516,0.0051,0.133,0.0017
2017-02-07,HARV,-2.7579416666666665,-3.4877,-1.6172,0.0122,0.1336,0.0026
2017-02-08,HARV,-0.27304999999999996,-1.3475,0.6937,0.0569,0.1347,0.0056
2017-02-09,HARV,-3.6671,-5.0139,-1.54,0.093,0.1343,0.0072
2017-02-10,HARV,-15.522275,-18.0784,-12.8166,0.869,0.1352,0.022
2017-02-11,HARV,-9.570958333333333,-10.2846,-8.4258,0.02,0.1307,0.0033
2017-02-12,HARV,-8.815108333333333,-9.6698,-7.4746,0.021,0.1312,0.0034
2017-02-13,HARV,-6.071283333333334,-6.7225,-4.9978,0.0358,0.1322,0.0045
2017-02-14,HARV,-9.625741666666666,-10.7897,-8.5515,0.3524,0.1335,0.014
2017-02-15,HARV,-2.43968125,-3.0385,-1.4868,0.0241,0.1336,0.0037
2017-02-16,HARV,-2.863225,-3.2916,-1.9541,0.0162,0.1335,0.003
2017-02-17,HARV,-8.45513125,-9.0215,-7.1261,0.0442,0.1315,0.005
2017-02-18,HARV,-3.57156875,-4.9626,-2.4085,0.1005,0.1336,0.0075
2017-02-19,HARV,6.2018125,3.3267,8.0117,0.4493,0.1413,0.0158
2017-02-20,HARV,-0.059050000000000005,-0.7641,1.2128,0.1329,0.1358,0.0086
2017-02-21,HARV,-4.83289375,-6.8469,-2.2635,0.3329,0.1359,0.0136
2017-02-22,HARV,0.6099687500000001,0.2385,1.5383,0.0093,0.1349,0.0023
2017-02-23,HARV,4.83720625,2.5671,7.346,0.804,0.1434,0.0211
2017-02-24,HARV,9.388216666666667,8.4934,10.1414,0.1157,0.1395,0.008
2017-02-25,HARV,13.304025,12.6434,14.0091,0.0401,0.1405,0.0047
2017-02-26,HARV,-1.03600625,-1.656,0.0668,0.0101,0.1343,0.0024
2017-02-27,HARV,-3.27341875,-3.9712,-1.4211,0.0769,0.1342,0.0065
2017-02-28,HARV,1.850375,0.8297,2.7085,0.0428,0.1355,0.0049
2017-03-01,HARV,9.80998125,9.2088,10.8871,0.0109,0.139,0.0025
2017-03-02,HARV,4.50371875,3.7072,5.428,0.0357,0.1368,0.0045
2017-03-03,HARV,-7.75510625,-8.5007,-5.8928,0.1329,0.1328,0.0086
2017-03-04,HARV,-14.94141875,-15.6249,-13.2833,0.0551,0.1287,0.0055
2017-03-05,HARV,-15.0876625,-16.1146,-12.8739,0.0666,0.1292,0.0061
2017-03-06,HARV,-10.97796875,-11.9305,-8.6266,0.2932,0.1329,0.0128
2017-03-07,HARV,-0.024687499999999994,-0.6315,1.3243,0.0262,0.135,0.0038
2017-03-08,HARV,7.51661875,5.1359,10.1262,0.285,0.1403,0.0126
2017-03-09,HARV,4.63690625,3.5219,5.5981,0.1253,0.1376,0.0083
2017-03-10,HARV,-2.3479437499999998,-3.4112,-1.2338,0.048,0.1339,0.0052
2017-03-11,HARV,-16.0928125,-16.7583,-15.1825,0.0189,0.1278,0.0032
2017-03-12,HARV,-15.966425000000001,-16.7465,-14.4045,0.0215,0.1281,0.0035
2017-03-13,HARV,-13.29688125,-14.2222,-11.4602,0.049,0.1297,0.0052
2017-03-14,HARV,-6.40119375,-6.9322,-5.3193,0.0137,0.132,0.0028
2017-03-15,HARV,-11.52835625,-12.2717,-9.7786,0.0907,0.1306,0.0071
2017-03-16,HARV,-9.00201875,-9.8622,-7.5805,0.0251,0.1311,0.0037
2017-03-17,HARV,-6.06291875,-6.8414,-4.3352,0.0776,0.1327,0.0066
2017-03-18,HARV,-6.51056875,-7.4434,-4.4233,0.1447,0.1332,0.009
2017-03-19,HARV,-3.614125,-4.0991,-2.6242,0.0017,0.1331,0.001
2017-03-20,HARV,-2.3135375,-3.2158,-0.3885,0.0737,0.1346,0.0064
2017-03-21,HARV,1.78558125,-0.3469,3.9176,0.6627,0.1408,0.0192
2017-03-22,HARV,-1.5747625,-3.6231,0.5778,0.6497,0.1397,0.019
2017-03-23,HARV,-9.92940625,-10.9994,-7.6437,0.086,0.1316,0.0069
2017-03-24,HARV,-1.96354375,-3.1992,-0.1625,0.1202,0.1344,0.0082
2017-03-25,HARV,3.61375,2.937,4.4582,0.0606,0.1364,0.0058
2017-03-26,HARV,-2.62611875,-3.901,-0.4,0.1103,0.135,0.0078
2017-03-27,HARV,0.1293625,-0.2712,0.7346,7e-4,0.1345,6e-4
2017-03-28,HARV,1.16565625,0.664,2.353,0.0124,0.1353,0.0026
2017-03-29,HARV,1.83705625,0.9439,3.2496,0.0877,0.1363,0.007
2017-03-30,HARV,-1.11101875,-2.1919,0.7977,0.0549,0.1348,0.0056
2017-03-31,HARV,0.12876875000000002,-0.6593,1.5325,0.0204,0.1349,0.0034
2017-04-01,HARV,-0.811575,-1.2378,0.0227,0.0027,0.1342,0.0012
2017-04-02,HARV,0.49493750000000003,-0.302,1.7276,0.0582,0.1353,0.0057
2017-04-03,HARV,3.64395625,-0.418,6.7646,0.7936,0.1429,0.021
2017-04-04,HARV,2.87206875,1.8068,3.8564,0.0129,0.1359,0.0027
2017-04-05,HARV,0.7875375,-0.4043,2.1893,0.0162,0.1352,0.003
2017-04-06,HARV,0.7199,-0.1712,1.5617,0.0026,0.1349,0.0012
2017-04-07,HARV,6.06745,5.059,11.3288,1.7437,0.157,0.0365
2017-04-08,HARV,0.6566916666666667,-0.2986,8.0196,1.5,0.1511,0.0312
2017-04-09,HARV,4.7884,0.8688,25.253,60.7861,1.1177,0.5541
2017-04-10,HARV,10.467891666666667,8.5086,26.6909,7.2184,0.2038,0.0713
2017-04-11,HARV,14.361755,9.0979,19.4983,1.3659,0.1507,0.0275
2017-04-12,HARV,15.02598,10.7097,18.075,0.3888,0.145,0.0147
2017-04-13,HARV,4.38453,3.7781,5.6352,0.0864,0.1373,0.0069
2017-04-14,HARV,5.954205,0.8395,8.9445,0.7088,0.142,0.0198
2017-04-15,HARV,7.045935,0.5727,11.1278,1.7132,0.1508,0.0309
2017-04-16,HARV,13.51051,10.1855,17.2768,0.3203,0.1438,0.0133
2017-04-17,HARV,14.881515,12.287,17.3477,0.2193,0.1432,0.011
2017-04-18,HARV,3.94586,1.7142,6.1096,0.1242,0.1373,0.0083
2017-04-19,HARV,2.667805,-0.2451,6.0193,0.5204,0.1393,0.017
2017-04-20,HARV,6.090965,5.3008,7.7731,0.0639,0.138,0.006
2017-04-21,HARV,5.37191,4.9704,6.1262,0.0067,0.1369,0.0019
2017-04-22,HARV,3.577925,2.9381,4.6474,0.0223,0.1363,0.0035
2017-04-23,HARV,5.15608,0.5577,7.8538,0.4964,0.1401,0.0166
2017-04-24,HARV,8.25638,2.572,13.6449,0.7487,0.1452,0.0204
2017-04-25,HARV,7.38032,6.8237,8.1404,0.0055,0.1378,0.0018
2017-04-26,HARV,8.004685,7.3191,9.3434,0.0144,0.1383,0.0029
2017-04-27,HARV,11.719915,10.6589,13.3208,0.0537,0.1402,0.0055
2017-04-28,HARV,14.132325,13.5102,15.284,0.0577,0.141,0.0057
2017-04-29,HARV,17.568275,14.1061,20.9494,0.3729,0.145,0.0144
2017-04-30,HARV,6.47217,5.104,9.0744,0.3352,0.1404,0.0136
2017-05-01,HARV,5.783765,4.766,7.4065,0.0589,0.1377,0.0057
2017-05-02,HARV,7.725555,7.0886,8.6308,0.0159,0.138,0.003
2017-05-03,HARV,9.878535,8.0704,11.5755,0.1169,0.1398,0.0081
2017-05-04,HARV,7.86837,2.5849,10.7894,0.7928,0.1428,0.021
2017-05-05,HARV,5.39656,4.7986,6.5845,0.0245,0.1371,0.0037
2017-05-06,HARV,12.596865,11.5483,14.7306,0.1853,0.1417,0.0101
2017-05-07,HARV,8.40994,7.4579,9.6378,0.075,0.1389,0.0065
2017-05-08,HARV,4.236005,3.2435,5.9945,0.1092,0.1374,0.0078
2017-05-09,HARV,5.14906875,2.5568,7.5579,0.2348,0.1393,0.0114
2017-05-10,HARV,5.42573125,3.0608,7.9878,0.3261,0.1389,0.0135
2017-05-11,HARV,7.53774375,4.7971,9.6714,0.1836,0.1392,0.0101
2017-05-12,HARV,8.66165625,6.8496,10.9037,0.252,0.1408,0.0118
2017-05-13,HARV,8.28455625,6.6668,10.1217,0.0961,0.1391,0.0073
2017-05-14,HARV,4.18239375,2.8046,5.8735,0.0848,0.1372,0.0069
2017-05-15,HARV,6.49604375,5.9512,7.5694,0.0214,0.1376,0.0034
2017-05-16,HARV,12.36826875,8.2149,15.1845,0.3437,0.1419,0.0138
2017-05-17,HARV,17.529025,11.8505,20.9413,0.8295,0.148,0.0215
2017-05-18,HARV,22.841525,17.8152,26.4645,0.3166,0.1471,0.0133
2017-05-19,HARV,19.61138125,16.3248,22.1757,0.1564,0.145,0.0093
2017-05-20,HARV,11.33145,9.6258,13.0614,0.1324,0.1405,0.0086
2017-05-21,HARV,11.4049,9.2844,14.105,0.3712,0.1421,0.0144
2017-05-22,HARV,7.5589875,6.646,8.5776,0.0215,0.138,0.0035
2017-05-23,HARV,10.809725,9.2058,12.3451,0.1425,0.14,0.0089
2017-05-24,HARV,13.299875,10.8009,16.0634,0.383,0.1439,0.0146
2017-05-25,HARV,10.68575625,10.0438,11.6209,0.0073,0.1393,0.002
2017-05-26,HARV,8.20665,7.696,8.9753,0.0106,0.1381,0.0024
2017-05-27,HARV,10.26866875,9.192,12.2657,0.1507,0.1407,0.0091
2017-05-28,HARV,13.61764375,12.3182,15.6783,0.1405,0.1419,0.0088
2017-05-29,HARV,10.2891875,9.0549,11.7849,0.0527,0.1394,0.0054
2017-05-30,HARV,9.038181250000001,8.0121,10.5264,0.0261,0.139,0.0038
2017-05-31,HARV,12.02535,11.3872,13.0113,0.0188,0.1399,0.0032
2017-06-01,HARV,13.3609375,11.0105,15.4761,0.1202,0.1418,0.0082
2017-06-02,HARV,11.9169125,9.0255,14.3399,0.252,0.1411,0.0118
2017-06-03,HARV,10.98795625,8.4905,13.2887,0.2707,0.1417,0.0123
2017-06-04,HARV,13.120175,10.3443,15.7236,0.2027,0.1421,0.0106
2017-06-05,HARV,11.4440875,10.9597,12.2659,0.0049,0.1395,0.0017
2017-06-06,HARV,7.55790625,7.2019,8.074,0.0056,0.1377,0.0018
2017-06-07,HARV,9.6961375,8.3151,10.8934,0.087,0.1393,0.007
2017-06-08,HARV,15.6943375,10.3683,21.4711,0.897,0.1483,0.0223
2017-06-09,HARV,14.05990625,11.0198,16.675,0.1642,0.1427,0.0096
2017-06-10,HARV,17.6019,12.9711,21.0302,0.4725,0.1463,0.0162
2017-06-11,HARV,20.56980625,17.0859,22.3363,0.1912,0.145,0.0103
2017-06-12,HARV,23.26524375,20.1575,25.6835,0.1187,0.1459,0.0081
2017-06-13,HARV,22.84990625,19.9394,25.1228,0.1453,0.1461,0.009
2017-06-14,HARV,17.42310625,15.8029,19.3577,0.1208,0.1432,0.0082
2017-06-15,HARV,14.12723125,11.3942,16.4677,0.2767,0.1423,0.0124
2017-06-16,HARV,14.66385,13.7723,16.127,0.0315,0.1414,0.0042
2017-06-17,HARV,14.293225,13.4134,15.6356,0.0243,0.1411,0.0037
2017-06-18,HARV,19.52148125,18.6148,20.4248,0.024,0.1431,0.0036
2017-06-19,HARV,21.9317875,21.2057,23.0123,0.0083,0.1442,0.0021
2017-06-20,HARV,19.2385,18.6203,20.4481,0.1234,0.144,0.0083
2017-06-21,HARV,17.508595,14.4319,19.3521,0.5852,0.1463,0.018
2017-06-22,HARV,16.32364,13.4162,18.6883,0.1738,0.1433,0.0098
2017-06-23,HARV,19.518895,18.0314,20.8031,0.0634,0.1437,0.0059
2017-06-24,HARV,21.46222,20.8057,22.3,0.0036,0.1439,0.0014
2017-06-25,HARV,17.81153,14.7485,20.2631,0.2262,0.1439,0.0112
2017-06-26,HARV,14.136325,12.0297,15.9634,0.1323,0.1419,0.0086
2017-06-27,HARV,13.5820125,11.681,14.8612,0.1292,0.1412,0.0085
2017-06-28,HARV,13.0156125,10.818,14.9045,0.0909,0.1412,0.0071
2017-06-29,HARV,16.2395875,14.023,18.5925,0.197,0.1429,0.0105
2017-06-30,HARV,18.8402875,17.8831,19.5614,0.0241,0.1429,0.0037
2017-07-01,HARV,20.386435,19.3765,22.0398,0.0547,0.144,0.0055
2017-07-02,HARV,20.748855,19.4013,22.1956,0.0819,0.1443,0.0067
2017-07-03,HARV,19.75584,17.2963,21.6826,0.1254,0.144,0.0083
2017-07-04,HARV,18.261025,14.9934,20.4368,0.5023,0.1457,0.0167
2017-07-05,HARV,18.86965,14.9164,21.4613,0.2778,0.1446,0.0124
2017-07-06,HARV,17.82604,15.2001,19.3854,0.2775,0.1439,0.0124
2017-07-07,HARV,16.63203,15.2608,18.3094,0.0857,0.1427,0.0069
2017-07-08,HARV,18.585715,17.2088,20.5329,0.0887,0.1436,0.007
2017-07-09,HARV,16.26119,14.1939,18.269,0.1046,0.1429,0.0076
2017-07-10,HARV,18.3966,14.9635,20.6357,0.3644,0.1449,0.0142
2017-07-11,HARV,18.97953,18.6261,19.7529,0.0051,0.1428,0.0017
2017-07-12,HARV,20.370715,18.5087,22.5128,0.192,0.1453,0.0103
2017-07-13,HARV,19.460285,17.6084,20.5952,0.2711,0.1452,0.0123
2017-07-14,HARV,13.275735,12.4777,14.4341,0.0148,0.1405,0.0029
2017-07-15,HARV,16.521565,15.7742,17.6672,0.0111,0.1419,0.0025
2017-07-16,HARV,19.034625000000002,16.5145,21.3053,0.172,0.1444,0.0098
2017-07-17,HARV,20.45389,17.7556,23.1126,0.3024,0.1465,0.013
2017-07-18,HARV,21.11823,19.828,22.6013,0.0563,0.1444,0.0056
2017-07-19,HARV,20.92133,20.075,22.3574,0.0185,0.1439,0.0032
2017-07-20,HARV,22.08619,19.1325,24.332,0.2466,0.146,0.0117
2017-07-21,HARV,20.22042,17.7874,22.0028,0.0657,0.144,0.006
2017-07-22,HARV,18.712925,17.727,20.0614,0.0643,0.1433,0.006
2017-07-23,HARV,18.066025,17.3531,19.3825,0.0153,0.1426,0.0029
2017-07-24,HARV,13.455855,12.7958,14.384,0.0505,0.1407,0.0053
2017-07-25,HARV,11.745725,11.0877,12.8707,0.0189,0.1399,0.0032
2017-07-26,HARV,16.15435,12.9695,18.8942,0.2829,0.1439,0.0125
2017-07-27,HARV,15.32254,14.7861,16.9175,0.0754,0.1419,0.0065
2017-07-28,HARV,17.886795,16.2321,19.181,0.1456,0.143,0.009
2017-07-29,HARV,14.48152,13.7898,15.9035,0.0316,0.1413,0.0042
2017-07-30,HARV,14.79559,12.0518,17.3784,0.2026,0.1426,0.0106
2017-07-31,HARV,17.03717,13.0299,20.7024,0.675,0.1469,0.0194
2017-08-01,HARV,20.52683,17.1435,22.6469,0.3585,0.1461,0.0141
2017-08-02,HARV,20.98161875,18.2729,24.3566,0.4463,0.148,0.0157
2017-08-03,HARV,17.777665,15.6199,19.8457,0.3098,0.1446,0.0131
2017-08-04,HARV,18.956975,18.0554,20.225,0.0338,0.1431,0.0043
2017-08-05,HARV,19.54377,18.9826,20.3465,0.0049,0.143,0.0016
2017-08-06,HARV,13.80636,11.99,15.4131,0.0536,0.1411,0.0055
2017-08-07,HARV,15.41104,12.5345,17.2697,0.3581,0.144,0.0141
2017-08-08,HARV,15.57096,14.8201,16.7352,0.0195,0.1415,0.0033
2017-08-09,HARV,15.59689,12.6619,18.1936,0.2409,0.1432,0.0116
2017-08-10,HARV,18.094605,15.4998,21.0904,0.3089,0.1452,0.0131
2017-08-11,HARV,17.859785,15.6268,20.9577,0.3523,0.1459,0.014
2017-08-12,HARV,15.681135,14.751,16.9816,0.053,0.1417,0.0054
2017-08-13,HARV,18.26631,16.9955,19.4252,0.0263,0.1426,0.0038
2017-08-14,HARV,17.218655000000002,14.0708,19.467,0.2595,0.1438,0.012
2017-08-15,HARV,17.21162,16.0157,18.4912,0.0322,0.1422,0.0042
2017-08-16,HARV,17.924855,16.1431,20.0834,0.1285,0.1437,0.0084
2017-08-17,HARV,13.65324,10.7691,16.2536,0.3528,0.1426,0.014
2017-08-18,HARV,17.46993,15.8778,19.124,0.0903,0.1429,0.0071
2017-08-19,HARV,20.6626,19.4363,22.0251,0.058,0.144,0.0057
2017-08-20,HARV,18.434755,16.8426,20.4012,0.0599,0.1433,0.0058
2017-08-21,HARV,18.23399,15.6476,20.7406,0.2947,0.1443,0.0128
2017-08-22,HARV,20.01278,18.3953,21.7378,0.0634,0.1436,0.0059
2017-08-23,HARV,18.389825000000002,16.6001,19.7222,0.0952,0.143,0.0073
2017-08-24,HARV,14.67187,12.4751,16.5225,0.1165,0.1416,0.008
2017-08-25,HARV,14.1148,12.7853,15.6408,0.0982,0.1413,0.0074
2017-08-26,HARV,12.584555,10.3147,14.7748,0.1479,0.1412,0.0091
2017-08-27,HARV,13.340765,9.7867,16.0688,0.3264,0.1424,0.0135
2017-08-28,HARV,13.57662,9.8956,16.4465,0.3073,0.1421,0.0131
2017-08-29,HARV,10.950645,9.6833,12.6387,0.0583,0.1398,0.0057
2017-08-30,HARV,12.767635,12.1023,14.1022,0.0387,0.1404,0.0046
2017-08-31,HARV,14.24771,12.0601,16.0133,0.3042,0.1433,0.013
2017-09-01,HARV,7.95348,6.0716,10.3788,0.1245,0.1393,0.0083
2017-09-02,HARV,8.689075,5.5036,11.7535,0.9358,0.1454,0.0228
2017-09-03,HARV,10.16631,9.4223,11.0076,0.0504,0.139,0.0053
2017-09-04,HARV,12.75836,11.0301,14.841,0.1346,0.1416,0.0086
2017-09-05,HARV,18.04671,16.8051,19.8775,0.0433,0.1429,0.0049
2017-09-06,HARV,17.72895,16.6029,18.8947,0.0117,0.1423,0.0026
2017-09-07,HARV,13.6882,12.7617,14.7071,0.0067,0.1404,0.0019
2017-09-08,HARV,10.85656,9.1961,12.5889,0.0688,0.1402,0.0062
2017-09-09,HARV,10.40799,8.5811,12.3968,0.0743,0.1398,0.0064
2017-09-10,HARV,11.289045,9.6031,13.1546,0.0677,0.1403,0.0061
2017-09-11,HARV,11.305726666666667,9.7064,12.6624,0.135,0.1405,0.0087
2017-09-12,HARV,13.817005,11.1625,17.4396,0.4242,0.1439,0.0154
2017-09-13,HARV,14.194925,11.2665,18.8257,0.5058,0.1456,0.0168
2017-09-14,HARV,18.48366,17.4168,19.8629,0.0339,0.1427,0.0043
2017-09-15,HARV,18.87297,17.4755,20.5398,0.0457,0.1432,0.005
2017-09-16,HARV,17.8227125,16.5797,19.2134,0.0185,0.1425,0.0032
2017-09-17,HARV,18.184625,16.0042,21.2856,0.2649,0.1449,0.0121
2017-09-18,HARV,16.579025,15.314,17.9062,0.0084,0.1418,0.0022
2017-09-19,HARV,15.973575,14.7119,17.4228,0.0167,0.1417,0.003
2017-09-20,HARV,18.19544375,16.9811,19.2997,0.0046,0.1424,0.0016
2017-09-21,HARV,18.01138125,17.0119,18.9247,0.0055,0.1423,0.0017
2017-09-22,HARV,15.6994,15.6943,15.7039,0,0.1409,5e-4
2017-09-23,HARV,NA,NA,NA,NA,NA,NA
2017-09-24,HARV,NA,NA,NA,NA,NA,NA
2017-09-25,HARV,NA,NA,NA,NA,NA,NA
2017-09-26,HARV,NA,NA,NA,NA,NA,NA
2017-09-27,HARV,NA,NA,NA,NA,NA,NA
2017-09-28,HARV,NA,NA,NA,NA,NA,NA
2017-09-29,HARV,NA,NA,NA,NA,NA,NA
2017-09-30,HARV,8.6013,8.5931,8.607,0,0.1378,6e-4
2017-10-01,HARV,NA,NA,NA,NA,NA,NA
2017-10-02,HARV,NA,NA,NA,NA,NA,NA
2017-10-03,HARV,NA,NA,NA,NA,NA,NA
2017-10-04,HARV,NA,NA,NA,NA,NA,NA
2017-10-05,HARV,15.21342,14.0058,17.4173,0.1746,0.1428,0.0099
2017-10-06,HARV,13.177465,10.9892,14.3522,0.1558,0.1413,0.0093
2017-10-07,HARV,13.744605,12.360900000000001,15.3333,0.1091,0.1412,0.0078
2017-10-08,HARV,20.218705,19.2238,21.3482,0.0383,0.1435,0.0046
2017-10-09,HARV,19.697585,18.9071,20.3875,0.0155,0.1429,0.0029
2017-10-10,HARV,16.779575,15.6954,17.8204,0.0519,0.1422,0.0054
2017-10-11,HARV,14.35738,13.2416,15.2459,0.0267,0.1409,0.0039
2017-10-12,HARV,7.28558,5.9317,8.7335,0.0316,0.138,0.0042
2017-10-13,HARV,4.8216849999999996,3.1037,7.3186,0.1599,0.1385,0.0094
2017-10-14,HARV,11.932385,10.6763,13.0889,0.0162,0.1398,0.003
2017-10-15,HARV,15.052265,14.0055,16.389,0.0154,0.1412,0.0029
2017-10-16,HARV,10.53977,9.4354,11.5883,0.0126,0.1391,0.0026
2017-10-17,HARV,0.95891,-0.9597,3.4981,0.1382,0.1366,0.0088
2017-10-18,HARV,5.947695,4.1985,8.3034,0.18,0.1389,0.01
2017-10-19,HARV,10.419565,8.3582,11.9141,0.0951,0.1398,0.0073
2017-10-20,HARV,9.831669999999999,8.1981,11.5356,0.3689,0.1416,0.0143
2017-10-21,HARV,10.855535,8.0323,13.3574,0.2805,0.1411,0.0125
2017-10-22,HARV,10.93781,8.3621,15.3658,1.3417,0.151,0.0273
2017-10-23,HARV,9.939015,7.9499,12.0954,0.222,0.14,0.0111
2017-10-24,HARV,17.72228125,16.8104,18.678,0.0159,0.1423,0.003
2017-10-25,HARV,15.23949375,14.5192,16.0449,0.0095,0.141,0.0023
2017-10-26,HARV,8.16493125,7.3449,9.5931,0.0376,0.1385,0.0046
2017-10-27,HARV,4.488835,3.0378,6.408,0.109,0.1377,0.0078
2017-10-28,HARV,7.0755,5.7314,9.7744,0.3054,0.1406,0.013
2017-10-29,HARV,13.683665,13.0212,14.4299,0.0109,0.1404,0.0025
2017-10-30,HARV,NA,NA,NA,NA,NA,NA
2017-10-31,HARV,4.41786,3.1245,6.5164,0.1817,0.1383,0.01
2017-11-01,HARV,0.784845,-0.7887,3.4271,0.39,0.1383,0.0147
2017-11-02,HARV,12.2868,11.1942,13.812,0.0233,0.1402,0.0036
2017-11-03,HARV,14.994735,14.015,16.1175,0.0121,0.1411,0.0026
2017-11-04,HARV,1.50003,-0.5849,3.9114,0.6365,0.1407,0.0188
2017-11-05,HARV,5.69141,4.3894,7.3259,0.0175,0.1373,0.0031
2017-11-06,HARV,14.08939,12.9596,15.0901,0.0055,0.1406,0.0017
2017-11-07,HARV,1.05593,-0.1759,2.2776,0.0165,0.1351,0.003
2017-11-08,HARV,-0.18877500000000003,-1.4238,0.8845,0.0061,0.1345,0.0018
2017-11-09,HARV,-2.4447,-4.08,0.3721,0.3434,0.1368,0.0138
2017-11-10,HARV,-0.42655,-1.7266,1.0623,0.0267,0.1347,0.0039
2017-11-11,HARV,-9.112535,-10.1313,-7.6457,0.0339,0.1311,0.0043
2017-11-12,HARV,-5.225275,-6.5457,-3.7765,0.0928,0.133,0.0072
2017-11-13,HARV,-0.183565,-1.2114,1.2333,0.0372,0.1348,0.0045
2017-11-14,HARV,-0.592565,-1.7184,0.5761,0.0091,0.1343,0.0023
2017-11-15,HARV,-0.64401,-1.6547,0.3727,0.0952,0.1348,0.0073
2017-11-16,HARV,2.957775,1.8714,4.4639,0.0349,0.1362,0.0044
2017-11-17,HARV,-0.143225,-1.2394,0.9365,0.0138,0.1345,0.0028
2017-11-18,HARV,-4.803905,-6.1876,-2.689,0.2712,0.1346,0.0123
2017-11-19,HARV,11.58877,10.5638,12.1081,0.0085,0.1394,0.0022
2017-11-20,HARV,-2.523435,-3.4175,-1.2943,0.0631,0.1338,0.0059
2017-11-21,HARV,-0.9692850000000001,-3.5823,1.1892,0.3418,0.1373,0.0138
2017-11-22,HARV,6.44732,4.1652,8.0541,0.2624,0.1398,0.0121
2017-11-23,HARV,-4.47655,-5.3863,-3.3346,0.0236,0.1327,0.0036
2017-11-24,HARV,-3.02124,-4.7628,-0.7789,0.5338,0.1379,0.0172
2017-11-25,HARV,1.562775,-1.3628,3.4204,0.2985,0.1371,0.0129
2017-11-26,HARV,3.0489100000000002,1.5751,4.1411,0.0815,0.1362,0.0067
2017-11-27,HARV,-0.512995,-1.4871,0.5552,0.0054,0.1343,0.0017
2017-11-28,HARV,-8.20791,-9.2144,-6.5209,0.0873,0.132,0.007
2017-11-29,HARV,5.69421,3.8445,6.7964,0.2117,0.1382,0.0108
2017-11-30,HARV,-5.080415,-6.3192,-3.9592,0.0993,0.1332,0.0074
2017-12-01,HARV,3.231175,1.9195,4.2053,0.0895,0.1362,0.0071
2017-12-02,HARV,-2.1553999999999998,-3.6584,-1.0597,0.1554,0.1347,0.0093
2017-12-03,HARV,-1.543915,-3.2758,-0.0355,0.1067,0.135,0.0077
