date,siteID,daily_mean,daily_min,daily_max,daily_var,midday_mean,midday_min,midday_max,midday_var,midday_expuncert,midday_meanstderr
2017-05-27,HARV,13.25546563,8.7723,21.8791,0.014423492,10.26866875,9.192,12.2657,0.1507,0.1407,0.0091
2017-05-28,HARV,15.2497224,11.7474,20.1062,0.003155338,13.61764375,12.3182,15.6783,0.1405,0.1419,0.0088
2017-05-29,HARV,10.23459948,7.3686,15.6918,3.26E-04,10.2891875,9.0549,11.7849,0.0527,0.1394,0.0054
2017-05-30,HARV,10.37599531,7.4048,15.2354,1.42E-04,9.03818125,8.0121,10.5264,0.0261,0.139,0.0038
2017-05-31,HARV,13.90128958,10.8919,21.2429,0.210615293,12.02535,11.3872,13.0113,0.0188,0.1399,0.0032
2017-06-01,HARV,15.17457448,9.9564,21.7604,0.005577781,13.3609375,11.0105,15.4761,0.1202,0.1418,0.0082
2017-06-02,HARV,13.73627604,7.0731,18.7132,0.00482508,11.9169125,9.0255,14.3399,0.252,0.1411,0.0118
2017-06-03,HARV,11.9030651,5.2184,19.7626,0.014688136,10.98795625,8.4905,13.2887,0.2707,0.1417,0.0123
2017-06-04,HARV,13.29006302,7.2274,19.8869,0.005854658,13.120175,10.3443,15.7236,0.2027,0.1421,0.0106
2017-06-05,HARV,11.44111458,10.3674,13.1742,1.64E-05,11.4440875,10.9597,12.2659,0.0049,0.1395,0.0017
2017-06-06,HARV,8.1590375,6.9052,11.3304,2.11E-05,7.55790625,7.2019,8.074,0.0056,0.1377,0.0018
2017-06-07,HARV,12.18783594,7.1983,21.029,0.010368616,9.6961375,8.3151,10.8934,0.087,0.1393,0.007
2017-06-08,HARV,16.03222292,8.8587,25.3594,0.017326221,15.6943375,10.3683,21.4711,0.897,0.1483,0.0223
2017-06-09,HARV,14.80842969,7.6211,21.8313,0.577362559,14.05990625,11.0198,16.675,0.1642,0.1427,0.0096
2017-06-10,HARV,19.02739427,11.0533,26.513,0.013005172,17.6019,12.9711,21.0302,0.4725,0.1463,0.0162
2017-06-11,HARV,22.60403438,15.5365,31.0471,0.007599981,20.56980625,17.0859,22.3363,0.1912,0.145,0.0103
2017-06-12,HARV,25.27926042,18.1809,32.9646,0.004492463,23.26524375,20.1575,25.6835,0.1187,0.1459,0.0081
2017-06-13,HARV,24.706175,18.8821,31.5318,0.00732363,22.84990625,19.9394,25.1228,0.1453,0.1461,0.009
2017-06-14,HARV,20.49897344,14.7426,26.1434,0.002851853,17.42310625,15.8029,19.3577,0.1208,0.1432,0.0082
2017-06-15,HARV,16.25443385,8.3815,23.0625,0.006747714,14.12723125,11.3942,16.4677,0.2767,0.1423,0.0124
2017-06-16,HARV,15.73096979,13.2575,19.4297,7.35E-04,14.66385,13.7723,16.127,0.0315,0.1414,0.0042
2017-06-17,HARV,16.09930573,13.1915,22.0413,2.71E-04,14.293225,13.4134,15.6356,0.0243,0.1411,0.0037
2017-06-18,HARV,21.57308073,18.1963,27.1647,0.004021094,19.52148125,18.6148,20.4248,0.024,0.1431,0.0036
2017-06-19,HARV,22.85745913,18.7815,28.7692,0.017710387,21.9317875,21.2057,23.0123,0.0083,0.1442,0.0021
2017-06-20,HARV,20.57961958,18.2378,25.4827,0.030277352,19.2385,18.6203,20.4481,0.1234,0.144,0.0083
2017-06-21,HARV,18.79488792,13.22,25.0005,0.008532371,17.508595,14.4319,19.3521,0.5852,0.1463,0.018
2017-06-22,HARV,18.32514375,10.6402,25.5671,0.010687801,16.32364,13.4162,18.6883,0.1738,0.1433,0.0098
2017-06-23,HARV,22.31401125,17.2775,29.5308,0.007533735,19.518895,18.0314,20.8031,0.0634,0.1437,0.0059
2017-06-24,HARV,22.46391833,19.5596,26.4589,0.003869273,21.46222,20.8057,22.3,0.0036,0.1439,0.0014
2017-06-25,HARV,19.52672521,12.2536,24.6953,0.00752448,17.81153,14.7485,20.2631,0.2262,0.1439,0.0112
2017-06-26,HARV,15.94019531,10.3707,23.1607,0.03569407,14.136325,12.0297,15.9634,0.1323,0.1419,0.0086
2017-06-27,HARV,14.60124688,10.2232,20.4563,0.037218725,13.5820125,11.681,14.8612,0.1292,0.1412,0.0085
2017-06-28,HARV,14.33710938,8.7672,21.3912,0.004400312,13.0156125,10.818,14.9045,0.0909,0.1412,0.0071
2017-06-29,HARV,17.15837396,12.284,22.3423,0.005850658,16.2395875,14.023,18.5925,0.197,0.1429,0.0105
2017-06-30,HARV,20.84871535,17.2751,26.892,0.007499735,18.8402875,17.8831,19.5614,0.0241,0.1429,0.0037
2017-07-01,HARV,22.07782,18.9978,27.7328,0.003668142,20.386435,19.3765,22.0398,0.0547,0.144,0.0055
2017-07-02,HARV,22.51415833,19.3209,27.5398,0.004622509,20.748855,19.4013,22.1956,0.0819,0.1443,0.0067
2017-07-03,HARV,21.00309292,15.934,26.9584,0.002706822,19.75584,17.2963,21.6826,0.1254,0.144,0.0083
2017-07-04,HARV,19.40200084,12.4701,26.1787,0.009547611,18.261025,14.9934,20.4368,0.5023,0.1457,0.0167
2017-07-05,HARV,20.48985951,13.6274,27.1279,0.009412656,18.86965,14.9164,21.4613,0.2778,0.1446,0.0124
2017-07-06,HARV,19.29082708,13.8455,25.7488,0.003268144,17.82604,15.2001,19.3854,0.2775,0.1439,0.0124
2017-07-07,HARV,17.4202725,15.2608,20.4626,3.84E-04,16.63203,15.2608,18.3094,0.0857,0.1427,0.0069
2017-07-08,HARV,18.91971542,14.818,26.6862,0.349057484,18.585715,17.2088,20.5329,0.0887,0.1436,0.007
2017-07-09,HARV,18.6034475,12.3173,23.9958,0.003729039,16.26119,14.1939,18.269,0.1046,0.1429,0.0076
2017-07-10,HARV,19.82859875,13.0746,26.7126,0.007809067,18.3966,14.9635,20.6357,0.3644,0.1449,0.0142
2017-07-11,HARV,21.07602125,18.6156,25.2233,0.001110075,18.97953,18.6261,19.7529,0.0051,0.1428,0.0017
2017-07-12,HARV,21.70200708,17.9523,28.2204,0.009694998,20.370715,18.5087,22.5128,0.192,0.1453,0.0103
2017-07-13,HARV,17.56833167,12.5257,21.9566,0.001093556,19.460285,17.6084,20.5952,0.2711,0.1452,0.0123
2017-07-14,HARV,13.81433083,11.9956,16.9082,1.44E-05,13.275735,12.4777,14.4341,0.0148,0.1405,0.0029
2017-07-15,HARV,18.37606292,14.9367,25.1309,0.009674892,16.521565,15.7742,17.6672,0.0111,0.1419,0.0025
2017-07-16,HARV,21.11720292,15.6789,27.339,0.005037335,19.034625,16.5145,21.3053,0.172,0.1444,0.0098
2017-07-17,HARV,21.84927542,16.5834,27.8561,0.005012778,20.45389,17.7556,23.1126,0.3024,0.1465,0.013
2017-07-18,HARV,22.56181958,18.3461,28.0597,0.001843389,21.11823,19.828,22.6013,0.0563,0.1444,0.0056
2017-07-19,HARV,23.16075708,18.9891,29.0852,0.004102165,20.92133,20.075,22.3574,0.0185,0.1439,0.0032
2017-07-20,HARV,23.05555583,17.5262,28.7115,0.007272002,22.08619,19.1325,24.332,0.2466,0.146,0.0117
2017-07-21,HARV,22.28763833,15.9679,29.4271,0.003603588,20.22042,17.7874,22.0028,0.0657,0.144,0.006
2017-07-22,HARV,21.22528,17.6432,24.9692,0.001485992,18.712925,17.727,20.0614,0.0643,0.1433,0.006
2017-07-23,HARV,19.72196333,17.1924,22.5389,4.46E-04,18.066025,17.3531,19.3825,0.0153,0.1426,0.0029
2017-07-24,HARV,13.97682875,10.9373,19.9366,4.40E-04,13.455855,12.7958,14.384,0.0505,0.1407,0.0053
2017-07-25,HARV,12.78511917,10.7818,16.8519,7.78E-04,11.745725,11.0877,12.8707,0.0189,0.1399,0.0032
2017-07-26,HARV,16.97114208,11.6042,23.708,0.007600226,16.15435,12.9695,18.8942,0.2829,0.1439,0.0125
2017-07-27,HARV,16.83910042,14.7274,19.803,0.001342055,15.32254,14.7861,16.9175,0.0754,0.1419,0.0065
2017-07-28,HARV,19.5260525,15.8427,24.6485,0.001319867,17.886795,16.2321,19.181,0.1456,0.143,0.009
2017-07-29,HARV,17.22499375,13.4582,20.8657,0.002610399,14.48152,13.7898,15.9035,0.0316,0.1413,0.0042
2017-07-30,HARV,17.43576458,10.8179,24.8141,0.004972055,14.79559,12.0518,17.3784,0.2026,0.1426,0.0106
2017-07-31,HARV,19.74069,11.8935,27.8804,0.008836792,17.03717,13.0299,20.7024,0.675,0.1469,0.0194
