date,siteID,daily_mean,daily_min,daily_max,daily_var,midday_mean,midday_min,midday_max,midday_var,midday_expuncert,midday_meanstderr
2017-10-07,SCBI,22.70178625,17.2061,31.0344,0.068026487,20.12138,17.2061,21.8307,0.3308,0.1458,0.0136
2017-08-19,SCBI,24.71288562,20.629,31.034,0.023007779,22.09919167,20.629,23.8916,0.0531,0.1447,0.0054
2020-06-29,SCBI,24.87507431,20.4207,31.0338,0.002969595,22.01966667,20.6102,23.2622,0.0386,0.1441,0.0046
2017-07-19,SCBI,24.41408081,17.965,31.0228,0.054238721,21.360075,19.6829,23.0889,0.7503,0.1498,0.0204
2019-06-24,SCBI,23.24774931,19.2427,31.018,0.017171107,21.593575,20.3692,23.021,0.2631,0.1462,0.0121
2020-05-15,SCBI,22.37912,16.2801,31.0167,0.023250864,20.869045,18.1264,22.4824,0.3093,0.1453,0.0131
2019-05-26,SCBI,24.4072875,20.0253,30.9873,0.005543254,23.293175,21.7139,24.5845,0.0937,0.1452,0.0072
2019-06-20,SCBI,24.77287639,21.0342,30.9794,0.007253036,22.64173333,21.0342,24.2993,0.2317,0.1462,0.0113
2017-08-18,SCBI,25.44206294,22.0221,30.9737,0.032273571,24.94405,22.6083,26.5398,0.3178,0.1477,0.0133
2019-07-27,SCBI,24.44175972,19.0904,30.9726,0.004160501,21.277225,19.4134,22.6951,0.1505,0.1452,0.0091
2018-08-08,SCBI,24.777275,21.085,30.9713,0.08659545,24.34198125,23.1309,25.0855,0.2024,0.1463,0.0106
2017-07-21,SCBI,26.71560115,23.408,30.9671,0.08781827,25.56645,24.6961,26.7294,0.0811,0.146,0.0073
2018-08-27,SCBI,25.53523073,21.4341,30.9044,0.070463459,24.19885,23.1286,25.1394,0.1534,0.1461,0.0092
2019-08-01,SCBI,22.26358403,17.5554,30.8991,0.021363203,19.333425,17.7986,21.3137,0.3241,0.1459,0.0134
2018-04-14,SCBI,22.60651042,14.2585,30.8916,0.015092151,17.794115,14.2585,20.2969,0.6552,0.1479,0.0191
2020-08-04,SCBI,22.35267908,18.8429,30.8429,0.001971639,19.43884167,19.002,20.0999,0.0013,0.1427,0.0017
2018-10-04,SCBI,24.1713349,19.1018,30.8129,0.016696051,23.26651875,22.3271,24.4583,0.1056,0.1455,0.0077
2020-08-11,SCBI,25.72542344,21.6136,30.807,0.00415421,23.203075,21.8174,24.9079,0.1942,0.1456,0.0104
2019-09-23,SCBI,26.18774479,20.0608,30.7972,0.028996139,24.33833125,23.6462,25.4284,0.0305,0.1453,0.0041
2018-08-16,SCBI,24.7776186,20.2366,30.7552,0.031768471,22.02566875,20.3617,23.5225,0.6133,0.1487,0.0185
2019-05-20,SCBI,25.62310417,22.011,30.7525,0.010668768,23.73160833,22.0719,24.6215,0.3396,0.1471,0.0137
2020-06-22,SCBI,23.79285139,19.9298,30.7416,0.331382858,22.61724167,20.9498,24.0703,0.2034,0.1459,0.0106
2020-07-28,SCBI,27.02992292,24.1681,30.7387,0.009650048,25.62784375,24.9022,26.5651,0.031,0.1456,0.0041
2018-06-19,SCBI,26.84940417,21.7901,30.714,1.89244451,27.088025,26.6112,27.5216,0.0224,0.1461,0.0035
2019-09-22,SCBI,24.50478021,19.8761,30.6664,0.009452025,21.353675,20.0922,22.907,0.1614,0.1453,0.0095
2018-07-09,SCBI,22.20568438,16.2187,30.6613,0.006914828,18.2915625,16.2187,20.3588,0.2226,0.1444,0.0111
2017-07-04,SCBI,24.7135342,20.0953,30.6526,0.024835328,22.10620625,20.3803,23.4832,0.1944,0.1456,0.0104
2019-07-05,SCBI,22.93351667,20.1223,30.6461,0.003571339,21.55886667,20.58,22.8752,0.0347,0.1442,0.0044
2019-10-03,SCBI,26.47508594,20.8154,30.6237,0.009432061,21.9998375,20.8927,23.8194,0.402,0.147,0.0149
2017-05-19,SCBI,24.55731181,20.1735,30.6195,0.030398011,23.07938333,20.425,24.7764,0.0654,0.1451,0.006
2019-07-16,SCBI,25.90727431,21.5476,30.6169,0.033818084,23.82146667,22.4437,25.0555,0.0896,0.1456,0.0071
2019-09-29,SCBI,24.40118646,19.5664,30.611,0.034633139,20.3534625,19.5664,21.6296,0.0632,0.1437,0.0059
2019-06-25,SCBI,23.94708333,20.2942,30.6089,0.00798791,21.714375,20.3936,23.2082,0.0615,0.1445,0.0058
2018-08-10,SCBI,24.65612031,21.0306,30.5943,0.003560439,22.24134375,21.0306,23.5813,0.065,0.1448,0.006
2018-07-14,SCBI,23.66647188,19.2796,30.5633,9.97E-04,20.82078125,19.6449,22.4027,0.1736,0.1451,0.0098
2019-06-17,SCBI,25.43246944,21.2793,30.5505,0.009317967,22.767625,21.2793,24.4912,0.3356,0.1471,0.0137
2017-07-24,SCBI,26.62026923,22.7004,30.4662,0.008953497,23.44155,22.7004,24.4863,0.1266,0.1455,0.0084
2017-04-29,SCBI,24.07087135,17.2248,30.4605,0.056719796,20.8542375,18.5347,22.807,1.2973,0.1536,0.0268
2019-05-02,SCBI,21.89579306,15.4177,30.4492,0.147739418,21.00643333,19.5856,22.7759,0.1964,0.145,0.0104
2019-07-10,SCBI,24.56576597,20.2909,30.4395,0.004636118,22.117175,20.2909,23.786,0.2506,0.146,0.0118
2018-08-04,SCBI,22.78443385,19.1499,30.4296,0.001798339,20.36675,19.2431,21.4532,0.0899,0.1441,0.0071
2017-08-17,SCBI,25.24608906,20.0032,30.391,0.027118285,21.0887,20.2855,22.3292,0.0937,0.1445,0.0072
2019-09-21,SCBI,22.08843177,16.7689,30.3909,0.082050685,18.1554875,16.8051,20.8258,0.4024,0.1463,0.015
2019-08-14,SCBI,23.99977917,20.7465,30.3642,0.052853032,22.39266667,21.1119,23.7739,0.0373,0.1446,0.0046
2017-10-10,SCBI,23.4444575,19.2451,30.3637,0.026283511,21.266735,19.6565,22.6831,0.1797,0.1453,0.01
2019-08-04,SCBI,23.37452986,19.2816,30.3611,0.023225214,21.59015833,20.3685,22.6302,0.0662,0.1442,0.0061
2017-10-05,SCBI,21.76010208,15.8954,30.3146,0.025576792,18.461585,15.9856,21.0857,0.8971,0.1499,0.0223
2020-06-12,SCBI,22.79799792,17.9938,30.2993,0.005634239,20.2133375,18.3474,21.9856,0.1031,0.1438,0.0076
2017-07-11,SCBI,25.64440099,22.2463,30.2888,0.021099474,24.888,24.2504,25.3218,0.0343,0.1453,0.0044
2018-08-09,SCBI,24.32402083,19.8882,30.2879,0.009301398,22.687425,21.915,23.6274,0.0597,0.1446,0.0058
2020-08-23,SCBI,23.84424568,19.0352,30.2686,0.005469244,20.32451667,19.0897,21.6967,0.1312,0.1441,0.0085
2018-08-05,SCBI,25.43083438,21.7759,30.2364,0.006990334,23.487325,21.7759,24.9459,0.1576,0.1455,0.0094
2020-07-01,SCBI,23.43985793,18.3482,30.197,0.023230112,19.39844167,18.3482,21.0333,0.0674,0.1432,0.0061
2019-07-11,SCBI,24.32224306,19.3708,30.1876,0.057598285,24.22375833,23.2896,25.1729,0.0649,0.1454,0.006
2020-08-24,SCBI,25.34298235,21.6508,30.1625,0.007658609,23.48078,21.6508,24.8713,0.2619,0.1495,0.0205
2017-06-21,SCBI,23.69047617,19.2178,30.1393,0.01395883,22.11388125,19.4074,23.9539,0.0753,0.1447,0.0065
2019-08-05,SCBI,23.54872778,19.4412,30.0854,0.006258439,20.423475,19.4412,21.5161,0.3152,0.1459,0.0132
2017-08-21,SCBI,24.55719379,20.6956,30.0513,0.004791868,22.4735,20.7694,24.9466,0.2128,0.1461,0.0109
2019-06-06,SCBI,24.02316643,20.5581,30.0331,0.006736224,22.8,21.5533,24.3706,0.07,0.1453,0.0062
2019-05-23,SCBI,21.15764931,15.5013,30.031,1.035392483,20.495875,17.7322,22.4942,0.555,0.147,0.0176
2020-07-16,SCBI,24.59186543,20.5426,30.006,8.10E-04,21.61120714,20.6896,22.6712,0.0228,0.1439,0.0036
2018-07-26,SCBI,22.60617784,19.092,29.9806,0.012606542,20.3100125,19.092,21.169,0.2118,0.1447,0.0108
2020-09-03,SCBI,25.04394869,21.8607,29.9537,0.039258397,23.0637375,21.8607,24.4271,0.3668,0.1473,0.0143
2017-06-10,SCBI,22.69084948,16.2371,29.9106,0.048355682,19.66275,16.5755,21.8056,0.7489,0.1485,0.0204
2017-07-07,SCBI,22.76602544,20.4138,29.903,0.016956082,21.59593125,20.9282,22.2513,0.0185,0.1438,0.0032
2018-06-28,SCBI,24.22315313,20.2059,29.8721,0.00787781,22.61494375,21.462,24.2276,0.0896,0.1451,0.0071
2019-07-26,SCBI,22.62437292,17.391,29.8634,0.005407022,19.26490833,17.8321,20.466,0.1154,0.1438,0.008
2017-04-28,SCBI,21.53613005,15.3596,29.8557,0.018697437,17.94365,15.3596,19.9756,0.1672,0.1433,0.0096
2018-08-07,SCBI,25.10989219,22.2734,29.8376,0.027871544,24.40824375,22.8309,25.3665,0.2568,0.1468,0.0119
2018-08-17,SCBI,24.77561458,19.9559,29.8286,0.056402132,24.06894375,22.5076,25.9027,0.469,0.1488,0.0161
2017-07-18,SCBI,25.06959798,20.7875,29.8228,0.015947934,21.85725,20.7875,23.4047,0.1366,0.1451,0.0087
2019-07-01,SCBI,22.51042639,16.4693,29.8125,0.00312246,18.25460833,16.7236,19.6183,0.0544,0.143,0.0055
2018-07-27,SCBI,24.43868125,21.0965,29.7997,0.020497584,23.28201875,21.7491,24.9035,0.386,0.1478,0.0146
2017-07-03,SCBI,24.97560415,20.7115,29.7916,0.003173101,23.03680625,20.9565,24.7747,0.0458,0.145,0.005
2017-06-20,SCBI,22.77282615,18.4293,29.7823,0.038123782,20.6152625,18.4293,22.383,0.0439,0.144,0.0049
2019-05-24,SCBI,23.82067708,18.2585,29.7792,0.252226511,19.00033333,18.2585,19.7837,0.1047,0.1433,0.0076
2018-02-21,SCBI,20.14985958,12.3349,29.7467,0.043827573,16.90944,12.5574,18.8252,0.5342,0.1454,0.0172
2018-10-07,SCBI,22.76741302,18.9325,29.7346,0.007707407,20.50763125,19.462,21.9795,0.2466,0.1453,0.0117
2020-06-23,SCBI,23.253325,18.2896,29.7335,0.019358248,21.76671667,20.6106,23.6513,0.1668,0.1453,0.0096
2019-07-22,SCBI,24.55987639,19.9718,29.7232,0.122214279,23.35295833,21.8326,24.9593,0.2455,0.1465,0.0117
2019-09-28,SCBI,21.87027813,18.0692,29.6982,0.026290748,19.24935625,18.1932,20.9857,0.092,0.1437,0.0071
2018-07-15,SCBI,25.08145625,20.7962,29.6872,0.022481442,24.62839375,23.6307,25.4493,0.0681,0.1454,0.0061
2017-10-09,SCBI,23.57842458,20.6072,29.6796,0.004009118,21.5302,20.8021,22.0966,0.029,0.1438,0.004
2020-08-05,SCBI,23.07893958,18.1404,29.6669,0.004853249,20.0485,18.6104,21.3572,0.1191,0.1437,0.0081
2017-06-02,SCBI,20.29841597,15.8445,29.6598,0.122455343,18.66760833,16.0055,20.3979,0.064,0.1431,0.006
2020-06-11,SCBI,24.48998837,22.3688,29.659,0.005378477,23.23935,22.439,24.3424,0.0356,0.1447,0.0044
2019-08-16,SCBI,23.20842192,19.1242,29.6014,0.002668367,21.18625833,20.4663,22.2806,0.0514,0.144,0.0053
2018-08-06,SCBI,25.57387813,21.1432,29.6005,0.024321233,23.92020625,22.2383,25.1866,0.209,0.1466,0.0108
2019-09-26,SCBI,23.32644844,19.1641,29.5911,0.050959239,20.91333125,19.1641,24.7714,1.754,0.1574,0.0312
2020-06-21,SCBI,21.68035,17.3233,29.587,0.008033987,18.42955,17.3233,20.3251,0.1152,0.1432,0.008
2018-10-03,SCBI,23.72000745,19.9587,29.5211,0.003540046,21.41660625,20.1764,22.3656,0.0859,0.1443,0.0069
2018-08-15,SCBI,23.73647969,19.6558,29.519,0.003322062,21.77561875,20.605,22.9083,0.0451,0.1442,0.005
2019-08-02,SCBI,23.62712292,20.1349,29.4929,0.010288542,21.28233333,20.4537,22.6923,0.061,0.1442,0.0058
2019-07-07,SCBI,24.20410069,21.7255,29.4341,0.005858375,22.67251667,21.8356,24.0008,0.0281,0.1448,0.004
2018-07-16,SCBI,24.33365156,20.5995,29.4214,0.077248345,22.37161875,20.9757,23.6079,0.1012,0.1449,0.0075
2017-06-23,SCBI,24.47817897,19.9377,29.4149,0.006401389,20.70571176,20.0092,22.0083,0.1157,0.1445,0.008
2019-08-30,SCBI,23.04891979,17.8513,29.3978,0.00573155,19.6261125,17.8513,21.2708,0.7106,0.1488,0.0199
2018-07-12,SCBI,21.98406146,16.648,29.3617,0.002821391,17.94538125,16.648,18.9291,0.0475,0.1425,0.0051
2017-07-17,SCBI,25.12600408,21.1496,29.3556,0.001216091,23.0465,21.7639,24.0772,0.1316,0.1451,0.0085
2017-04-20,SCBI,17.0141151,9.8874,29.3454,0.127288376,14.52123125,11.6933,18.0491,0.6783,0.1466,0.0194
2017-06-01,SCBI,20.13460548,14.7626,29.3368,0.077034743,17.92940769,15.5939,19.9366,0.0651,0.143,0.006
2017-06-04,SCBI,22.32576806,16.221,29.329,0.021812131,19.04645833,16.2646,21.8672,0.964,0.1506,0.0231
2018-08-01,SCBI,23.03367083,19.9483,29.2698,0.020960106,20.52133125,20.0103,21.7731,0.0284,0.1437,0.004
2019-07-09,SCBI,21.68889514,16.9658,29.1986,0.00301231,19.36635833,17.6929,20.8493,0.1072,0.1437,0.0077
2017-06-17,SCBI,22.05618969,18.7525,29.1855,0.010335755,20.11328824,19.2973,21.378,0.0344,0.1435,0.0044
2018-05-20,SCBI,22.43343542,16.055,29.1781,0.005463215,21.46276667,20.4534,22.3364,0.0681,0.1441,0.0062
2017-03-25,SCBI,19.48150781,12.2085,29.1594,0.027000729,17.26900625,12.4933,19.8794,0.5343,0.1457,0.0172
2018-07-13,SCBI,23.00108802,18.7228,29.1439,0.001382942,20.42258125,19.4068,21.9332,0.0748,0.1439,0.0064
2017-07-10,SCBI,23.62969901,18.7236,29.1282,0.005312404,20.3903,18.9334,22.725,0.4167,0.1472,0.0152
2019-09-02,SCBI,22.29162865,19.2475,29.1212,0.148777258,19.840025,19.2523,21.2893,0.0329,0.1436,0.0043
2017-07-16,SCBI,22.93461546,18.181,29.0759,0.004144599,20.1776,18.8758,21.3622,0.1092,0.144,0.0078
2020-03-20,SCBI,22.2941375,17.2883,29.0648,0.006952695,22.531785,21.8592,23.5335,0.02,0.1442,0.0033
2018-07-11,SCBI,25.06020104,21.6739,29.0603,0.006729511,22.61941875,21.7394,23.8986,0.0568,0.1446,0.0056
2017-08-23,SCBI,23.57401301,20.7346,29.0567,0.01547376,21.4327,20.9311,22.0963,0.0201,0.1438,0.0033
2019-05-18,SCBI,22.79977361,18.5768,29.0244,0.993398865,20.27488333,19.1071,21.6161,0.1859,0.1448,0.0102
2020-08-29,SCBI,22.82370333,20.3662,28.9966,0.046145466,21.75594167,20.833,22.582,0.0534,0.1438,0.0054
2020-06-25,SCBI,22.28243264,17.3191,28.9906,0.116542444,19.75129167,18.8981,21.3266,0.1813,0.1445,0.01
2018-06-01,SCBI,23.18031944,18.5757,28.9881,0.034161951,20.23349167,19.3535,21.9143,0.2742,0.1455,0.0123
2019-06-19,SCBI,23.29759236,19.7808,28.9814,0.007348107,21.611775,20.1119,23.2312,0.0907,0.1447,0.0071
2017-04-10,SCBI,19.79604271,10.6328,28.9707,0.03052171,16.5768125,11.392,20.0997,1.0911,0.1495,0.0246
2020-06-28,SCBI,24.73783946,21.5375,28.9344,0.005858777,22.91468333,21.6097,24.4144,0.1471,0.145,0.009
2017-06-29,SCBI,22.47769948,17.3618,28.9335,0.00326133,21.41629375,19.5151,22.9621,0.0424,0.1442,0.0049
2017-08-16,SCBI,23.45306408,20.1437,28.8908,0.014778114,22.05434444,20.8327,23.6208,0.4326,0.1476,0.0155
2019-05-03,SCBI,21.55020972,17.4405,28.8604,0.326269992,19.27658333,17.7977,20.704,0.3157,0.1452,0.0132
2019-09-15,SCBI,22.01634844,16.5172,28.8324,0.00461103,17.51963125,16.5172,18.9474,0.0651,0.1427,0.006
2019-06-18,SCBI,23.26787014,19.5469,28.8235,0.07023459,22.68046667,21.182,24.4686,0.201,0.1459,0.0106
2018-07-06,SCBI,25.10766302,22.6485,28.807,0.01275671,23.57793125,22.7231,25.526,0.5131,0.149,0.0169
2019-09-05,SCBI,21.00520365,16.756,28.7917,0.001306432,17.47979375,16.756,18.7875,0.0133,0.1423,0.003
2018-08-30,SCBI,25.90530157,21.9797,28.7911,0.006569321,23.89805,21.9797,25.6007,0.634,0.1496,0.0188
2019-08-11,SCBI,21.52374653,15.5995,28.7858,0.00366436,17.35996667,16.0914,18.7345,0.07,0.1427,0.0062
2017-09-20,SCBI,21.86793958,17.4113,28.7624,0.001927138,19.28283,17.7519,20.6269,0.0792,0.1434,0.0066
2017-07-22,SCBI,24.37305283,20.3608,28.7585,0.056033386,22.652475,21.6778,24.3865,0.4865,0.1484,0.0164
2018-05-01,SCBI,19.65825729,14.5444,28.7504,0.006434733,16.1668,14.7572,18.283,0.0751,0.1425,0.0065
2017-04-27,SCBI,18.57072487,13.5164,28.7471,0.02358204,14.94195625,13.7492,16.7592,0.1707,0.1426,0.0097
2017-06-03,SCBI,21.25524694,16.6929,28.7322,0.097816108,19.68321538,17.0537,21.399,0.1279,0.1437,0.0084
2020-09-04,SCBI,24.25213889,21.1641,28.7272,0.048470388,22.7812375,21.2904,23.9178,0.1316,0.1452,0.0085
2018-07-19,SCBI,21.9933599,15.8001,28.7114,0.006682918,17.4024125,15.8001,19.3915,0.1466,0.1434,0.009
2018-08-11,SCBI,23.14211927,19.9146,28.7088,0.08219848,21.04936875,20.0013,22.4974,0.2027,0.1452,0.0106
2017-06-25,SCBI,22.4586171,18.6763,28.6849,0.032498711,19.80101176,18.6763,21.3477,0.103,0.144,0.0076
2017-06-19,SCBI,24.1043125,21.3512,28.6493,0.018151859,23.74605625,22.3572,24.9831,0.1078,0.1454,0.0077
2019-08-31,SCBI,23.97788594,18.3495,28.6492,0.005982784,19.44305625,18.429,21.3909,0.287,0.1452,0.0126
2017-08-02,SCBI,24.45596029,18.9641,28.6411,0.029028514,20.073725,19.1618,21.9997,1.0169,0.1513,0.0238
2019-08-13,SCBI,25.56585625,22.978,28.6374,0.005224668,24.49476667,23.6611,25.5352,0.1772,0.1465,0.0099
2017-04-04,SCBI,16.32204375,10.4179,28.6238,0.136729553,13.83561875,12.0446,15.8452,0.1438,0.1414,0.0089
2018-05-26,SCBI,23.95366528,20.7031,28.6124,0.042842108,23.61704167,22.8867,24.0868,0.0578,0.1448,0.0057
2020-06-08,SCBI,20.5740599,13.8471,28.6117,0.004625791,15.69753125,13.8473,17.3834,0.1496,0.1421,0.0091
2020-08-17,SCBI,22.28096543,17.2188,28.6061,0.016642857,19.23186667,17.472,21.3833,0.4238,0.1462,0.0153
2020-09-02,SCBI,23.31045848,20.2435,28.5847,0.001366503,21.26399167,20.5973,22.4976,0.0269,0.1438,0.0039
2020-06-24,SCBI,22.61665694,17.9584,28.5549,0.015053847,19.31915833,17.9748,20.5734,0.0549,0.143,0.0055
2018-10-08,SCBI,23.61753646,20.5261,28.5512,0.004517565,21.304075,20.5261,22.6191,0.2064,0.1455,0.0107
2017-10-19,SCBI,15.44643958,8.7504,28.5486,0.072266528,11.041455,8.868,13.0249,0.289,0.1419,0.0127
2017-06-22,SCBI,25.19283161,21.0782,28.5439,0.001575631,24.03710625,21.4645,25.6362,0.0817,0.1454,0.0067
2018-08-26,SCBI,22.65967813,17.5856,28.5151,0.009907636,20.27434375,18.7608,21.6735,0.4255,0.1467,0.0154
2020-08-26,SCBI,23.10655263,19.2681,28.5122,0.002342574,20.25115625,19.2681,21.7014,0.0815,0.144,0.0067
2019-06-23,SCBI,20.96148207,14.8281,28.4686,0.008811316,16.70386667,15.3089,18.6496,0.1692,0.1431,0.0097
2017-06-24,SCBI,23.57864323,18.3722,28.4383,0.01098512,20.69214375,18.5329,22.4421,0.177,0.1445,0.0099
2020-08-14,SCBI,23.35567875,20.3684,28.436,0.005925493,20.89511667,20.3684,21.8081,0.0025,0.1435,0.0012
2019-04-23,SCBI,20.02533056,15.3892,28.4188,0.006284783,16.67969167,15.3892,17.921,0.14,0.1427,0.0088
2017-04-12,SCBI,19.63480833,13.5936,28.3776,0.051978228,15.70090625,13.7548,17.6093,0.4144,0.1448,0.0152
2019-09-03,SCBI,22.1980474,17.356,28.3536,0.001741334,18.58216875,17.356,20.023,0.122,0.1436,0.0082
2020-06-20,SCBI,20.27448333,17.1228,28.3291,0.048255895,18.10281667,17.255,19.7645,0.0619,0.1427,0.0059
2017-02-24,SCBI,18.07913458,10.8563,28.285,0.030648851,14.295185,10.8563,17.6137,0.4074,0.1448,0.015
2019-08-10,SCBI,22.1329375,17.8495,28.2491,0.003090701,19.30600833,18.0599,20.928,0.2474,0.1451,0.0117
2017-08-01,SCBI,24.3544283,20.4905,28.2329,0.010359022,21.3803,20.4905,22.4395,0.1194,0.1445,0.0081
2019-09-10,SCBI,22.62712656,18.735,28.2153,9.46E-04,19.47721875,18.8002,20.839,0.0895,0.1438,0.0076
2017-08-03,SCBI,22.55708182,17.5771,28.2116,0.018556548,19.05745,17.6963,20.7686,0.062,0.1433,0.0059
2019-05-31,SCBI,21.64259097,17.7292,28.2077,0.004458018,20.03559167,18.5591,21.5939,0.1469,0.1443,0.009
2020-07-24,SCBI,23.1531729,20.5691,28.1796,0.034126829,21.63979167,20.7877,22.9951,0.0721,0.1443,0.0063
2019-09-13,SCBI,20.34921406,16.5704,28.1654,0.001266297,19.47821875,18.8181,20.669,0.0148,0.1432,0.0029
2017-08-20,SCBI,21.40838621,17.4469,28.1494,0.26256322,18.633225,17.5088,20.0815,0.0625,0.1433,0.0059
2017-08-11,SCBI,20.96519381,18.9236,28.1456,0.072541773,20.214725,19.5694,20.9772,0.0303,0.1433,0.0041
2018-05-11,SCBI,21.68750573,17.6761,28.1107,0.003692389,18.6695625,17.6761,19.7587,0.0681,0.1432,0.0062
2018-07-29,SCBI,21.92486823,17.6077,28.1033,0.004384187,19.0667,17.6077,20.6119,0.0962,0.1438,0.0073
2018-04-12,SCBI,16.19419167,8.2929,28.1006,0.033213122,13.807005,10.4514,14.8853,0.3361,0.1424,0.0137
2018-07-17,SCBI,24.92944479,21.4227,28.0679,0.025580037,24.80286875,23.8614,25.6653,0.1292,0.1462,0.0085
2017-07-23,SCBI,24.96321224,21.5544,28.0488,0.035630272,24.017125,23.2328,24.501,0.0709,0.1451,0.0063
2020-05-28,SCBI,22.17930469,19.1643,28.0485,5.66E-04,20.29686875,19.8528,21.1579,0.0087,0.1432,0.0022
2020-08-18,SCBI,22.72216105,19.0632,28.0322,0.003865316,20.47042143,19.2588,21.5258,0.1188,0.1438,0.0081
2019-08-07,SCBI,24.52880833,18.9054,27.9917,0.098708082,21.7762,19.0588,25.1762,1.185,0.1536,0.0257
2018-05-25,SCBI,23.60859655,18.7564,27.9797,0.003536432,21.98345833,20.0889,23.1961,0.0936,0.1445,0.0072
2020-08-07,SCBI,22.11767706,18.711,27.9642,0.002911553,20.06168462,18.7937,21.3473,0.0343,0.1434,0.0044
2020-03-29,SCBI,13.74024458,9.42,27.9345,0.562563622,10.256245,9.42,11.2631,0.0402,0.1389,0.0047
2017-09-05,SCBI,22.61486833,18.1363,27.9187,0.020475377,22.163095,19.2196,23.3238,0.0324,0.1444,0.0042
2017-05-31,SCBI,19.47391655,15.4416,27.9136,0.038807158,17.09563077,15.8883,18.5212,0.1228,0.1431,0.0083
2020-05-29,SCBI,23.74970677,21.2352,27.9029,0.001321108,22.52595,21.3807,24.0039,0.0737,0.1448,0.0064
2020-08-08,SCBI,21.99925222,18.8914,27.9007,0.007614396,19.454825,18.8914,20.4189,0.0056,0.1429,0.0018
2017-04-14,SCBI,15.90454427,9.9178,27.897,0.053672672,11.92215625,9.9178,13.6828,0.4431,0.1432,0.0157
2017-07-08,SCBI,24.32214158,20.3632,27.8803,0.008158003,22.64134444,21.6986,23.1874,0.0578,0.1444,0.0057
2017-06-28,SCBI,18.93728281,14.4143,27.8713,0.008539584,16.4172375,14.6225,18.2277,0.1723,0.1433,0.0098
2020-10-07,SCBI,20.11817135,14.9871,27.8682,0.008998275,17.560175,16.0077,18.7895,0.1047,0.1425,0.0084
2019-07-25,SCBI,20.54370069,15.0554,27.8526,0.009471121,18.04324167,16.2622,19.3081,0.0587,0.1427,0.0057
2019-05-27,SCBI,21.97943958,18.0435,27.8265,0.035827627,19.28425833,18.547,21.0439,0.1285,0.1443,0.0084
2019-04-30,SCBI,17.22535417,10.5687,27.7963,0.022793392,15.145125,13.8109,18.2893,0.8174,0.148,0.0213
2017-08-13,SCBI,20.99238788,17.562,27.7883,0.032774104,18.15547778,17.6916,18.9369,0.038,0.1427,0.0046
2017-07-15,SCBI,24.87879691,22.0533,27.743,0.002771913,23.2750875,22.1194,24.1434,0.065,0.1447,0.006
2017-06-09,SCBI,18.63859067,14.2094,27.7315,0.044076709,16.49117059,14.5087,18.0858,0.1398,0.1427,0.0088
2017-07-25,SCBI,21.01425102,16.9105,27.7287,6.45E-04,17.812475,17.1973,18.4147,0.0205,0.1422,0.0034
2018-06-09,SCBI,23.34553403,17.4866,27.7231,0.206781697,21.41490833,20.3132,22.747,0.3165,0.1462,0.0133
2017-08-09,SCBI,19.73365918,14.7569,27.7116,0.032572248,16.3029,14.7569,18.4285,0.4491,0.1456,0.0158
2019-05-30,SCBI,23.32734583,19.3135,27.698,0.473095784,22.366075,20.4448,23.8564,0.203,0.1457,0.0106
2017-04-18,SCBI,16.03899793,9.0623,27.689,0.024290573,12.3030125,9.4644,14.907,0.3135,0.1424,0.0132
2018-07-28,SCBI,22.69352135,19.8768,27.6856,0.003883024,21.067175,19.8768,21.9156,0.0601,0.1439,0.0058
2017-07-31,SCBI,22.90766296,18.5479,27.6753,0.009139291,19.304625,18.5479,19.9468,0.087,0.1434,0.007
2020-06-07,SCBI,21.67639115,16.1177,27.6445,0.002050164,17.86443125,16.4197,19.5887,0.0984,0.143,0.0074
2018-10-01,SCBI,21.27732917,17.1253,27.6363,0.006498343,20.107525,18.8428,21.2149,0.1904,0.1446,0.0103
2019-06-01,SCBI,20.95158472,15.7858,27.6263,0.003353741,17.358125,15.7858,19.2688,0.1053,0.1428,0.0076
2019-08-15,SCBI,23.33104324,20.4023,27.5781,0.017002664,21.32749167,20.5037,22.5676,0.0932,0.1446,0.0072
2020-05-26,SCBI,20.01507813,15.9515,27.5503,0.002425826,17.16705,16.2687,18.3966,0.2308,0.1438,0.0113
2018-06-13,SCBI,20.83051806,16.6512,27.5457,0.003356516,18.46408333,17.1611,20.1714,0.2591,0.1442,0.012
2017-09-21,SCBI,22.2776417,17.2703,27.5393,0.00723221,18.432395,17.2703,20.3091,0.4781,0.1466,0.0163
2020-08-13,SCBI,22.59584194,19.9583,27.52,0.013955046,20.78450833,20.1708,21.5597,0.0407,0.1434,0.0048
2019-07-23,SCBI,20.05857847,16.7132,27.5167,0.008800993,17.67335833,17.2226,18.2756,0.0102,0.1421,0.0024
2019-07-24,SCBI,20.41436458,15.7745,27.5035,0.038844092,17.52028333,16.3664,18.9415,0.1032,0.1426,0.0076
2019-05-25,SCBI,21.99300903,16.9609,27.4858,0.407039256,17.94439167,16.9609,19.978,0.2227,0.1442,0.0111
2020-05-30,SCBI,20.98213333,16.783,27.4804,0.333080963,17.83278125,16.7899,19.0476,0.0696,0.1425,0.0062
2018-08-21,SCBI,22.78001875,20.6043,27.4754,4.71E-04,21.1611375,20.6635,22.1624,0.0296,0.1439,0.0041
2020-06-02,SCBI,19.35357344,14.9092,27.4512,0.005186941,16.0644375,15.1544,17.0386,0.0877,0.1418,0.007
2018-08-14,SCBI,20.81482083,17.0955,27.4413,0.006953229,18.881375,18.0716,19.9096,0.0643,0.1429,0.006
