date,year,doy,image_count,midday_filename,midday_r,midday_g,midday_b,midday_gcc,midday_rcc,r_mean,r_std,g_mean,g_std,b_mean,b_std,gcc_mean,gcc_std,gcc_50,gcc_75,gcc_90,rcc_mean,rcc_std,rcc_50,rcc_75,rcc_90,max_solar_elev,snow_flag,outlierflag_gcc_mean,outlierflag_gcc_50,outlierflag_gcc_75,outlierflag_gcc_90
2018-11-14,2018,318,17,NEON.D06.UKFS.DP1.00033_2018_11_14_120722.jpg,106.90347,87.93986,73.73018,0.32743,0.39804,102.94808,4.56713,83.04061,4.91744,66.48588,6.16706,0.32895,9.2e-4,0.32879,0.32994,0.33025,0.4082,0.00787,0.4073,0.41208,0.41844,32.63472,NA,NA,NA,NA,NA
2018-11-15,2018,319,32,NEON.D06.UKFS.DP1.00033_2018_11_15_120006.jpg,110.64897,91.59349,77.03387,0.32797,0.3962,105.46288,4.45313,86.9978,5.92093,72.17403,8.69309,0.32878,7.6e-4,0.32863,0.32928,0.32987,0.39945,0.01528,0.39696,0.41123,0.42015,32.36982,NA,NA,NA,NA,NA
2018-11-16,2018,320,32,NEON.D06.UKFS.DP1.00033_2018_11_16_120005.jpg,111.27022,91.3534,75.21413,0.3288,0.40049,105.8338,5.09943,87.05885,6.00595,71.5145,8.354,0.3293,8.1e-4,0.32906,0.32989,0.3305,0.40109,0.0142,0.40161,0.41213,0.41892,32.11931,NA,NA,NA,NA,NA
2018-11-17,2018,321,32,NEON.D06.UKFS.DP1.00033_2018_11_17_120005.jpg,104.01055,89.54027,78.66964,0.32893,0.38208,103.18268,2.87377,88.76933,1.47176,77.82893,4.96214,0.32905,9.5e-4,0.32886,0.3293,0.33053,0.38263,0.01381,0.38045,0.38749,0.40231,31.874389999999998,NA,NA,NA,NA,NA
2018-11-18,2018,322,32,NEON.D06.UKFS.DP1.00033_2018_11_18_120006.jpg,104.30205,90.25915,80.39487,0.32827,0.37934,102.43973,6.49416,89.26823,2.72542,80.19392,5.80294,0.32831,8.3e-4,0.32847,0.32882,0.32917,0.37672,0.02121,0.37924,0.38498,0.39153,31.63516,NA,NA,NA,NA,NA
2018-11-19,2018,323,31,NEON.D06.UKFS.DP1.00033_2018_11_19_120006.jpg,116.40573,93.47917,73.96144,0.32933,0.4101,105.99608,5.25441,88.30249,2.34933,73.84338,2.88691,0.32932,0.00115,0.32928,0.32981,0.33057,0.39514,0.01198,0.39529,0.40428,0.4101,31.40155,NA,NA,NA,NA,NA
2018-11-20,2018,324,31,NEON.D06.UKFS.DP1.00033_2018_11_20_120006.jpg,109.28069,89.70031,74.76596,0.32768,0.3992,105.76205,4.82187,86.99258,5.79934,72.11155,8.06559,0.32847,7.8e-4,0.32821,0.32895,0.32947,0.40008,0.01368,0.3992,0.41045,0.41797,31.17372,NA,NA,NA,NA,NA
2018-11-21,2018,325,31,NEON.D06.UKFS.DP1.00033_2018_11_21_120006.jpg,111.52566,91.70195,75.78432,0.32867,0.39972,105.84688,5.16993,87.04199,6.1318,71.46251,8.21522,0.32931,8.3e-4,0.32915,0.32981,0.3305,0.40121,0.01302,0.39972,0.41181,0.41795,30.95178,NA,NA,NA,NA,NA
2018-11-22,2018,326,30,NEON.D06.UKFS.DP1.00033_2018_11_22_120006.jpg,111.14776,91.21545,75.15509,0.32868000000000003,0.40051,106.10327,4.87065,86.99641,6.00911,71.15699,8.23573,0.32925,7e-4,0.3291,0.32977,0.3303,0.40235,0.0135,0.40127,0.41245,0.41975,30.73581,NA,NA,NA,NA,NA
2018-11-23,2018,327,30,NEON.D06.UKFS.DP1.00033_2018_11_23_120006.jpg,102.93586,89.60855,78.63883,0.33044,0.37958,100.07354,5.46919,89.92634,1.75685,83.44666,7.27472,0.32887,0.00169,0.32927,0.32979,0.33007,0.36614,0.02099,0.37258,0.37726,0.37946,30.52589,NA,NA,NA,NA,NA
2018-11-24,2018,328,30,NEON.D06.UKFS.DP1.00033_2018_11_24_120006.jpg,105.03731,87.79377,72.91306,0.33037,0.39526,106.02593,5.40793,88.32926,3.93016,73.09815,5.42218,0.33027,7.4e-4,0.33035,0.3307,0.33121,0.39656,0.01369,0.39364,0.41115,0.41355,30.32211,NA,NA,NA,NA,NA
2018-11-25,2018,329,30,NEON.D06.UKFS.DP1.00033_2018_11_25_120006.jpg,73.4516,77.27404,83.5905,0.32979,0.31347,80.84351,8.82927,81.60022,2.609,85.62861,5.2059,0.32897,0.00203,0.32906,0.33019,0.33139,0.32529,0.02668,0.31493,0.3423,0.37332,30.12531,NA,NA,NA,NA,NA
2018-11-26,2018,330,30,NEON.D06.UKFS.DP1.00033_2018_11_26_120006.jpg,110.03983,101.75896,98.89257,0.32752,0.35418,107.33938,4.70842,102.53176,3.72603,103.473,4.44857,0.32721,6.5e-4,0.32719,0.32742,0.32774,0.34254,0.00799,0.34169,0.3456,0.35362,29.93847,NA,NA,NA,NA,NA
2018-11-27,2018,331,30,NEON.D06.UKFS.DP1.00033_2018_11_27_120006.jpg,108.48284,99.73032,96.35984,0.32744,0.35618,107.1703,4.40091,97.8539,7.1109,93.33312,11.12527,0.32802,6.3e-4,0.32777,0.32849,0.32905,0.36023,0.01515,0.35672,0.36987,0.37896,29.75803,NA,NA,NA,NA,NA
2018-11-28,2018,332,30,NEON.D06.UKFS.DP1.00033_2018_11_28_120006.jpg,111.24666,104.7621,102.43139,0.32899,0.34935,111.32846,3.21877,104.18449,4.65598,100.27767,9.60102,0.32998,0.00212,0.32947,0.3302,0.3337,0.35315,0.01556,0.35111,0.36012,0.37408,29.58418,NA,NA,NA,NA,NA
2018-11-29,2018,333,30,NEON.D06.UKFS.DP1.00033_2018_11_29_120006.jpg,104.48805,88.45905,71.85101,0.33406,0.3946,108.95581,5.53236,95.012200000000007,5.56942,80.93222,9.98556,0.33349,9.7e-4,0.33371,0.33407,0.33435,0.38323,0.0219,0.39267,0.39923,0.40741,29.41701,NA,NA,NA,NA,NA
2018-11-30,2018,334,30,NEON.D06.UKFS.DP1.00033_2018_11_30_120006.jpg,101.73361,89.82852,79.06521,0.33193,0.37592,101.93859,7.42552,90.26011,3.98606,79.59379,1.74202,0.33206,8.9e-4,0.33188,0.33276,0.3334,0.3746,0.01253,0.37289,0.37978,0.39346,29.25649,NA,NA,NA,NA,NA
2018-12-01,2018,335,30,NEON.D06.UKFS.DP1.00033_2018_12_01_120006.jpg,82.04203,75.45699,68.40987,0.33402,0.36316,90.48939,7.35143,82.87039,6.6976,73.12884,7.25751,0.33617,0.00145,0.33588,0.33694,0.3379,0.36727,0.01252,0.36908,0.37324,0.37747000000000003,29.10287,NA,NA,NA,NA,NA
2018-12-02,2018,336,30,NEON.D06.UKFS.DP1.00033_2018_12_02_120005.jpg,101.45517,92.3473,83.57521,0.33293,0.36577,100.49158,5.07881,91.4375,3.89506,82.64229,6.59294,0.33304,0.00188,0.33317,0.33417,0.33556,0.3662,0.01529,0.36614,0.37239,0.38017,28.95614,NA,NA,NA,NA,NA
2018-12-03,2018,337,30,NEON.D06.UKFS.DP1.00033_2018_12_03_120006.jpg,104.18704,94.08308,86.7742,0.33006,0.36551,103.39556,2.54955,94.84734,1.42268,89.3932,2.89481,0.32975,5.5e-4,0.32997,0.33017,0.33028,0.35948,0.0079,0.362,0.3655,0.36671,28.81641,NA,NA,NA,NA,NA
2018-12-04,2018,338,29,NEON.D06.UKFS.DP1.00033_2018_12_04_120006.jpg,105.08647,94.68492,87.41036,0.3297,0.36592,104.48093,2.25804,95.44502,1.41081,89.70212,2.80832,0.32954,5.3e-4,0.32962,0.32996,0.33013,0.36077,0.00715,0.36412,0.36625,0.36743,28.68363,NA,NA,NA,NA,NA
2018-12-05,2018,339,29,NEON.D06.UKFS.DP1.00033_2018_12_05_120006.jpg,103.44164,86.77647,70.87906,0.33235,0.39618,108.35076,3.70827,92.721190000000007,2.49495,77.88966,3.8042,0.33239,0.00093000000000000005,0.33239,0.33315,0.33367,0.38845,0.00951,0.38953,0.39513,0.39855,28.55785,NA,NA,NA,NA,NA
2018-12-06,2018,340,29,NEON.D06.UKFS.DP1.00033_2018_12_06_120006.jpg,107.64209,92.58883,78.32128,0.33239,0.38643,104.62543,9.47924,92.82016,3.26766,82.902,7.09452,0.33106,0.00149,0.33101,0.33222,0.33279,0.37282,0.0272,0.37616,0.39837,0.40286,28.43927,NA,NA,NA,NA,NA
2018-12-07,2018,341,29,NEON.D06.UKFS.DP1.00033_2018_12_07_120006.jpg,112.1608,94.86452,78.60879,0.33212,0.39267,109.95803,2.96763,93.06004,2.64941,77.43446,3.26836,0.33183,7.3e-4,0.33196,0.33244,0.3327,0.39213,0.00539,0.39212,0.39417,0.39685,28.3279,NA,NA,NA,NA,NA
2018-12-08,2018,342,29,NEON.D06.UKFS.DP1.00033_2018_12_08_120006.jpg,106.81611,89.02718,72.96006,0.3312,0.39738,110.53822,3.68576,91.98922,2.44662,75.24078,4.17796,0.33118,6.9e-4,0.3312,0.33184,0.33198,0.39802,0.01089,0.39738,0.40421,0.41068,28.22372,NA,NA,NA,NA,NA
2018-12-09,2018,343,29,NEON.D06.UKFS.DP1.00033_2018_12_09_120006.jpg,111.36094,93.07363,75.94553,0.33196,0.39718,110.63567,3.12282,92.25983,3.26178,75.39985,5.00593,0.33152,5.4e-4,0.33162,0.33196,0.33219,0.39777,0.01014,0.39693,0.40546,0.40802,28.12682,NA,NA,NA,NA,NA
2018-12-10,2018,344,29,NEON.D06.UKFS.DP1.00033_2018_12_10_120006.jpg,104.83047,87.59096,71.68603,0.33165,0.39692,108.89535,3.76266,91.13868,3.74041,74.84446,5.17738,0.33158,5.8e-4,0.33172,0.33202,0.33223,0.39638,0.00913,0.39733,0.40311,0.4059,28.03724,NA,NA,NA,NA,NA
2018-12-11,2018,345,29,NEON.D06.UKFS.DP1.00033_2018_12_11_120006.jpg,111.49554,92.96906,74.78905,0.33292,0.39926,108.41766,3.46664,92.23979,2.08096,77.26363,4.21519,0.3319,9.8e-4,0.33177,0.33278,0.3332,0.39017,0.01112,0.39336,0.39783,0.40061,27.95507,NA,NA,NA,NA,NA
2018-12-12,2018,346,29,NEON.D06.UKFS.DP1.00033_2018_12_12_120006.jpg,106.25711,89.34095,73.20532,0.33237,0.3953,107.33487,3.49531,90.813,3.77607,75.05351,5.35276,0.33243,8.4e-4,0.33266,0.33313,0.33341,0.39313,0.00844,0.39691,0.39957,0.40149,27.88029,NA,NA,NA,NA,NA
2018-12-13,2018,347,29,NEON.D06.UKFS.DP1.00033_2018_12_13_120006.jpg,102.83617,93.95503,85.92846,0.33233,0.36374,97.57194,4.37867,91.0331,1.65286,87.13502,6.02841,0.33016,0.00255,0.33106,0.33185,0.33236,0.35396,0.01663,0.35737,0.36374,0.36609,27.81298,NA,NA,NA,NA,NA
2018-12-14,2018,348,29,NEON.D06.UKFS.DP1.00033_2018_12_14_120006.jpg,105.87955,89.21586,73.99587,0.33154,0.39347,107.55484,4.26179,91.07421,3.59444,76.07125,5.29069,0.33155,6.2e-4,0.33175,0.33199,0.33219,0.39172,0.01142,0.39461,0.39803,0.40102,27.75315,NA,NA,NA,NA,NA
2018-12-15,2018,349,29,NEON.D06.UKFS.DP1.00033_2018_12_15_120006.jpg,107.95233,91.03792,75.29253,0.33191,0.39358,107.56288,3.89221,91.03963,4.23318,75.53304,5.78327,0.33213,8.9e-4,0.3323,0.33292,0.3333,0.39267,0.00829,0.39503,0.39902,0.40078,27.70084,NA,NA,NA,NA,NA
2018-12-16,2018,350,29,NEON.D06.UKFS.DP1.00033_2018_12_16_120006.jpg,107.37876,90.12215,73.84718,0.33213,0.39572,107.92805,3.54546,90.87544,3.80039,74.65748,5.21362,0.33234,8.2e-4,0.33247,0.33294,0.33343,0.39492,0.00781,0.39792,0.40018,0.40262,27.65607,NA,NA,NA,NA,NA
2018-12-17,2018,351,29,NEON.D06.UKFS.DP1.00033_2018_12_17_120005.jpg,108.1297,90.92513,74.62952,0.33223,0.39509,107.77231,3.8048,90.56113,4.07896,74.27447,5.65299,0.33223,7.1e-4,0.3325,0.33274,0.33305,0.39563,0.0091,0.39806,0.40195,0.40531,27.61887,NA,NA,NA,NA,NA
2018-12-18,2018,352,29,NEON.D06.UKFS.DP1.00033_2018_12_18_120006.jpg,107.15465,89.3573,72.49669,0.33217,0.39833,106.63239,5.31183,92.73786,2.68489,80.15237,6.8575,0.33178,0.00107,0.33205,0.33262,0.33277,0.38168,0.01986,0.38545,0.396,0.40354,27.5893,NA,NA,NA,NA,NA
2018-12-19,2018,353,29,NEON.D06.UKFS.DP1.00033_2018_12_19_120005.jpg,100.52173,90.96449,83.42126,0.33089,0.36566,97.27866,4.79092,89.66724,1.74927,84.14799,3.27688,0.33075,8.3e-4,0.33102,0.33124,0.33158,0.35871,0.01363,0.36442,0.36716,0.36962,27.56729,NA,NA,NA,NA,NA
2018-12-20,2018,354,29,NEON.D06.UKFS.DP1.00033_2018_12_20_120006.jpg,107.68536,95.88635,86.83693,0.33018,0.37081,108.30578,3.96701,95.74509,2.75317,85.50568,6.03896,0.33066,0.00104,0.33066,0.3312,0.33186,0.37427,0.01592,0.37296,0.37818,0.38428,27.55284,NA,NA,NA,NA,NA
2018-12-21,2018,355,29,NEON.D06.UKFS.DP1.00033_2018_12_21_120006.jpg,109.19115,91.41552,75.44565,0.33115,0.39555,109.8381,4.19775,91.99127,3.42998,75.80171,5.08153,0.33136,7.4e-4,0.33144,0.33178,0.33225,0.39578,0.01093,0.3943,0.40193,0.40566,27.54611,NA,NA,NA,NA,NA
2018-12-22,2018,356,29,NEON.D06.UKFS.DP1.00033_2018_12_22_120006.jpg,108.38735,93.183,78.62545,0.33256,0.38683,109.00943,5.29427,93.03881,2.31946,78.05164,5.71929,0.33216,8.8e-4,0.33229,0.33257,0.33311,0.38925,0.01786,0.38604,0.40104,0.41193,27.54687,NA,NA,NA,NA,NA
2018-12-23,2018,357,28,NEON.D06.UKFS.DP1.00033_2018_12_23_120006.jpg,108.35358,91.03659,75.62613,0.33102,0.39399,107.97008,4.19311,91.04528,4.41167,75.81312,5.8213800000000004,0.33131,6.7e-4,0.33133,0.3318,0.33218,0.39315,0.00857,0.39474,0.39929,0.40196,27.55538,NA,NA,NA,NA,NA
2018-12-24,2018,358,28,NEON.D06.UKFS.DP1.00033_2018_12_24_120005.jpg,107.35312,93.88525,83.06822,0.33023,0.3776,109.58081,3.59075,95.31962,2.3883,83.16738,3.68894,0.33089,6e-4,0.33098,0.33129,0.33153,0.38043,0.00943,0.38036,0.38745,0.39065,27.57143,NA,NA,NA,NA,NA
2018-12-25,2018,359,28,NEON.D06.UKFS.DP1.00033_2018_12_25_120006.jpg,111.67412,91.46907,72.98809,0.33125,0.40442,108.47193,5.6695,91.29218,2.66181,75.430179999999993,3.5992,0.33173,5.5e-4,0.33174,0.33212,0.33228,0.39403,0.0137,0.40068,0.40471,0.40778,27.595,NA,NA,NA,NA,NA
2018-12-26,2018,360,24,NEON.D06.UKFS.DP1.00033_2018_12_26_120005.jpg,81.89033,73.88387,66.31227,0.33268,0.36873,71.81864,4.7891,67.1676,3.38259,63.02156,2.5802,0.33249,0.00173,0.33257,0.33384,0.33442,0.3553,0.00876,0.35522,0.3605,0.36736,27.62634,NA,NA,NA,NA,NA
2018-12-27,2018,361,28,NEON.D06.UKFS.DP1.00033_2018_12_27_120006.jpg,95.28053,85.95805,78.02436,0.33155,0.36751,101.88661,6.14371,92.90795,3.52284,85.01124,4.16679,0.33202,0.00145,0.33214,0.33271,0.33362000000000003,0.36396,0.01382,0.36346,0.37149,0.37708,27.66509,NA,NA,NA,NA,NA
2018-12-28,2018,362,28,NEON.D06.UKFS.DP1.00033_2018_12_28_120006.jpg,109.41315,95.07918,83.52815,0.33011,0.37988,106.39473,3.56277,95.71226,2.10485,88.75187,3.91261,0.32906,8.3e-4,0.32894,0.3296,0.33013,0.36582,0.01049,0.36402,0.36849,0.37551,27.71151,NA,NA,NA,NA,NA
2018-12-29,2018,363,28,NEON.D06.UKFS.DP1.00033_2018_12_29_120006.jpg,109.62883,97.0011,87.72799,0.32953,0.37243,107.69741,3.40831,95.59656,2.01991,86.65127,4.37899,0.32971,7.6e-4,0.3296,0.33011,0.331,0.37152,0.01174,0.36915,0.37297,0.37964,27.77022,NA,NA,NA,NA,NA
2018-12-30,2018,364,28,NEON.D06.UKFS.DP1.00033_2018_12_30_120005.jpg,113.0096,94.42537,78.31013,0.33045,0.39549,110.12272,3.57426,92.49536,3.27746,77.24105,5.34918,0.33053,7.4e-4,0.33056,0.33118,0.3314,0.39371,0.01097,0.39638,0.4002,0.40385,27.8381,NA,NA,NA,NA,NA
2018-12-31,2018,365,29,NEON.D06.UKFS.DP1.00033_2018_12_31_120005.jpg,83.18885,73.20275,63.91315,0.33228,0.37761,83.57523,10.63964,75.03945,8.99968,67.81942,8.60798,0.33126,0.0023,0.33176,0.33234,0.33336,0.36891,0.01711,0.37111,0.3785,0.38608,27.91357,NA,NA,NA,NA,NA
2019-01-01,2019,1,29,NEON.D06.UKFS.DP1.00033_2019_01_01_120006.jpg,99.25993,91.26367,88.04007,0.32762,0.35633,104.10396,2.12544,95.77238,1.42984,91.70623,2.64415,0.32846,5.1e-4,0.32853,0.32873,0.32905,0.35705,0.00646,0.35891,0.36223,0.36367,27.99649,NA,NA,NA,NA,NA
2019-01-02,2019,2,29,NEON.D06.UKFS.DP1.00033_2019_01_02_120005.jpg,113.18136,95.351070000000007,80.08763,0.33037,0.39215,108.42106,5.68455,93.29492,3.78771,80.65637,6.75979,0.33041,6.3e-4,0.33035,0.33071,0.33133,0.38416,0.01753,0.38938,0.39533,0.40053,28.08689,NA,NA,NA,NA,NA
2019-01-03,2019,3,29,NEON.D06.UKFS.DP1.00033_2019_01_03_120006.jpg,113.74025,96.60284,81.2429,0.3313,0.39007,108.53524,3.64406,92.00281,3.96732,77.31521,5.74915,0.33114,8.1e-4,0.33129,0.33166,0.33233,0.3909,0.0094,0.39406,0.39762,0.40049,28.18452,NA,NA,NA,NA,NA
2019-01-04,2019,4,29,NEON.D06.UKFS.DP1.00033_2019_01_04_120006.jpg,110.6736,93.13879,77.10461,0.33155,0.39397,108.57505,3.19582,91.74966,3.66343,76.24245,5.60449,0.33178,0.00101,0.33182,0.33252,0.33321,0.39286,0.00899,0.39675,0.39925,0.40143,28.28955,NA,NA,NA,NA,NA
2019-01-05,2019,5,28,NEON.D06.UKFS.DP1.00033_2019_01_05_120005.jpg,114.08642,95.45528,78.04689,0.33192,0.3967,110.14757,3.72559,92.32025,3.42986,75.32768,4.49509,0.33235,8.1e-4,0.33235,0.33279,0.33364,0.39665,0.00764,0.3975,0.40194,0.40522,28.40186,NA,NA,NA,NA,NA
2019-01-06,2019,6,29,NEON.D06.UKFS.DP1.00033_2019_01_06_120006.jpg,108.63951,96.57714,86.40129,0.33118,0.37254,105.84585,4.59095,94.39631,3.32789,84.85143,2.6407,0.3311,5.9e-4,0.33113,0.33126,0.33158,0.37118,0.00533,0.37168,0.37498,0.37709,28.52142,NA,NA,NA,NA,NA
2019-01-07,2019,7,29,NEON.D06.UKFS.DP1.00033_2019_01_07_120006.jpg,112.11733,93.92115,77.01336,0.33182,0.3961,109.1781,3.83883,92.92564,2.53579,78.02042,3.60693,0.33173,5.4e-4,0.33165,0.33191,0.33241,0.38977,0.00969,0.38977,0.3977,0.40078,28.64815,NA,NA,NA,NA,NA
2019-01-08,2019,8,28,NEON.D06.UKFS.DP1.00033_2019_01_08_120005.jpg,111.87232,93.99182,78.24667,0.33083,0.39376,109.31455,3.23121,91.80536,3.28968,76.22296,4.76966,0.33103,5.7e-4,0.33102,0.33148,0.33177,0.39434,0.0086,0.39616,0.39971,0.40275,28.78206,NA,NA,NA,NA,NA
2019-01-09,2019,9,29,NEON.D06.UKFS.DP1.00033_2019_01_09_120006.jpg,111.64527,93.93445,78.9942,0.33009,0.39232,110.80024,2.33274,93.14507,2.6725,78.02588,4.455,0.33035,6.8e-4,0.3304,0.33088,0.33113,0.39312,0.00806,0.39521,0.39836,0.4024,28.92301,NA,NA,NA,NA,NA
2019-01-10,2019,10,29,NEON.D06.UKFS.DP1.00033_2019_01_10_120006.jpg,115.20033,95.07555,76.94886,0.33101,0.40108,106.97552,5.49532,91.59696,2.92746,78.64799,6.7762,0.33042,0.00115,0.33065,0.33121,0.33172,0.38606,0.01923,0.39783,0.40236,0.40311,29.07094,NA,NA,NA,NA,NA
2019-01-11,2019,11,29,NEON.D06.UKFS.DP1.00033_2019_01_11_120006.jpg,90.28444,79.01857,68.41302,0.33241,0.3798,84.50372,11.41669,75.48625,9.38699,68.21576,7.54296,0.33065,0.00204,0.33062,0.33229,0.33317,0.36966,0.01112,0.37005,0.37804,0.38249,29.22587,NA,NA,NA,NA,NA
2019-01-12,2019,12,29,NEON.D06.UKFS.DP1.00033_2019_01_12_120005.jpg,76.96901,83.80676,93.13887,0.33006,0.30313,77.13488,2.15682,84.07039,2.39354,93.42276,3.72119,0.33017,6.7e-4,0.33029,0.3305,0.33097,0.30301,0.0068,0.3027,0.31024,0.31125,29.38769,NA,NA,NA,NA,NA
2019-01-13,2019,13,30,NEON.D06.UKFS.DP1.00033_2019_01_13_120006.jpg,74.37102,78.88827,89.30268,0.32523,0.30661,75.21245,2.5197600000000002,81.41185,2.95495,94.11392,4.48727,0.32468,0.00104,0.3249,0.32536,0.32604,0.30007,0.00713,0.3021,0.30501,0.30692,29.55633,NA,NA,NA,NA,NA
2019-01-14,2019,14,31,NEON.D06.UKFS.DP1.00033_2019_01_14_120006.jpg,73.05699,76.52499,87.0901,0.32334,0.30868,72.76408,2.64367,77.55813,1.62493,89.92304,3.38148,0.32283,9.1e-4,0.32316,0.32334,0.32363,0.30291,0.00995,0.30689,0.31006,0.31089,29.73171,NA,NA,NA,NA,NA
2019-01-15,2019,15,31,NEON.D06.UKFS.DP1.00033_2019_01_15_120005.jpg,74.42785,76.85365,84.10053,0.32651,0.3162,70.11103,3.46466,73.0267,3.3533,81.83871,4.3543,0.32458,0.00108,0.32453,0.32524,0.32624,0.31169,0.00877,0.31381,0.31852,0.32107,29.91379,NA,NA,NA,NA,NA
2019-01-16,2019,16,31,NEON.D06.UKFS.DP1.00033_2019_01_16_120006.jpg,85.25051,83.86318,84.74779,0.33035,0.33582,80.57127,6.5954,79.08673,5.83177,79.84849,6.37841,0.33025,0.00112,0.33006,0.33108,0.33149,0.33634,0.00964,0.33742,0.34133,0.34328,30.10245,NA,NA,NA,NA,NA
2019-01-17,2019,17,31,NEON.D06.UKFS.DP1.00033_2019_01_17_120006.jpg,83.34678,80.08135,80.26899,0.32861,0.34201,84.01963,4.21004,81.09938,3.17288,81.49625,2.79495,0.32883,6.8e-4,0.32876,0.32905,0.3294,0.34057,0.00758,0.34212,0.34444,0.34617,30.29765,NA,NA,NA,NA,NA
2019-01-18,2019,18,31,NEON.D06.UKFS.DP1.00033_2019_01_18_120005.jpg,58.40583,59.81624,65.29455,0.32594,0.31826,59.01303,2.06803,61.02541,1.58894,66.76751,3.05802,0.32669,0.00142,0.32699,0.32788,0.32833,0.31599,0.01003,0.31679,0.32388,0.32618,30.49927,NA,NA,NA,NA,NA
2019-01-19,2019,19,31,NEON.D06.UKFS.DP1.00033_2019_01_19_120006.jpg,105.5001,106.16693,111.90482,0.32811,0.32605,96.10885,5.38916,95.84621,8.57209,100.22819,14.46242,0.3281,0.00131,0.32801,0.32873,0.32998,0.33041,0.01974,0.32937,0.34671,0.35667,30.70728,NA,NA,NA,NA,NA
2019-01-20,2019,20,31,NEON.D06.UKFS.DP1.00033_2019_01_20_120006.jpg,104.5571,92.3084,82.16631,0.33082,0.37471,104.30522,9.67712,91.69549,4.66085,81.09867,4.9544,0.33087,0.00122,0.33101,0.33158,0.33215,0.37582,0.02157,0.37464,0.38798,0.40011,30.92154,NA,NA,NA,NA,NA
2019-01-21,2019,21,0,None,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2019-01-22,2019,22,31,NEON.D06.UKFS.DP1.00033_2019_01_22_120006.jpg,69.58159,66.87383,64.25172,0.33319,0.34668,82.00561,7.08884,76.39714,7.31356,71.85961,10.69768,0.33203,0.00316,0.33263,0.33333,0.33427,0.35689,0.01386,0.35784,0.36773,0.37131,31.36852,NA,NA,NA,NA,NA
2019-01-23,2019,23,31,NEON.D06.UKFS.DP1.00033_2019_01_23_120006.jpg,89.85224,83.71169,81.61365,0.32805,0.35212,95.00687,10.25278,85.52096,6.53715,78.41051,4.29515,0.33017,0.002,0.33063,0.33181,0.33245,0.36605,0.01769,0.36822,0.38035,0.38504,31.60108,NA,NA,NA,NA,NA
2019-01-24,2019,24,31,NEON.D06.UKFS.DP1.00033_2019_01_24_120006.jpg,116.27178,104.20463,93.90978,0.33145,0.36984,110.10119,6.60839,100.869,3.01064,94.43464,7.76056,0.33028,0.0014,0.33108,0.33134,0.33154,0.36063,0.02102,0.36917,0.37376,0.38333,31.83956,NA,NA,NA,NA,NA
2019-01-25,2019,25,32,NEON.D06.UKFS.DP1.00033_2019_01_25_120005.jpg,110.40517,99.36686,90.85747,0.33053,0.36725,113.30704,4.15218,102.23829,2.53778,94.11919,4.8972,0.33015,5.7e-4,0.3301,0.33057,0.33071,0.36597,0.01251,0.36205,0.36701,0.39282,32.08383,NA,NA,NA,NA,NA
2019-01-26,2019,26,32,NEON.D06.UKFS.DP1.00033_2019_01_26_120005.jpg,125.41099,110.62479,97.64036,0.33153,0.37585,111.79614,7.20372,100.29853,4.2252,91.01699,6.65108,0.33089,0.00103,0.33109,0.33163,0.33199,0.3688,0.01806,0.3712,0.38284,0.38751,32.33389,NA,NA,NA,NA,NA
2019-01-27,2019,27,32,NEON.D06.UKFS.DP1.00033_2019_01_27_120006.jpg,115.05847,103.31398,93.70605,0.33105,0.36868,109.47071,4.56874,97.82937,2.19354,88.47698,5.22378,0.33075,0.0012,0.3308,0.33164,0.33225,0.37016,0.01466,0.36542,0.37977,0.39608,32.58967,NA,NA,NA,NA,NA
2019-01-28,2019,28,32,NEON.D06.UKFS.DP1.00033_2019_01_28_120006.jpg,120.50057,103.18342,89.31109,0.32966,0.38499,111.10372,10.97207,96.92501,5.64894,86.45724,4.72799,0.32907,0.00146,0.3292,0.33003,0.33044,0.37648,0.02101,0.37824,0.39005,0.39553,32.85088,NA,NA,NA,NA,NA
2019-01-29,2019,29,32,NEON.D06.UKFS.DP1.00033_2019_01_29_120006.jpg,112.72975,100.13081,90.59618,0.32997,0.37149,109.87341,5.76826,97.75879,3.29203,89.40316,3.18191,0.3291,7.9e-4,0.32891,0.32968,0.3302,0.36974,0.01059,0.37052,0.37311,0.38353,33.11767,NA,NA,NA,NA,NA
2019-01-30,2019,30,32,NEON.D06.UKFS.DP1.00033_2019_01_30_120005.jpg,112.04744,98.26347,89.12339,0.32816,0.3742,108.71987,3.44143,98.44667,1.94108,93.19334,3.94639,0.32776,0.001,0.32805,0.32849,0.32864,0.36199,0.00997,0.36525,0.36817,0.37175,33.38968,NA,NA,NA,NA,NA
2019-01-31,2019,31,32,NEON.D06.UKFS.DP1.00033_2019_01_31_120005.jpg,117.23402,99.67643,84.93497,0.33022,0.38839,114.49322,5.0443,97.74963,2.83163,83.57199,5.69048,0.33045,8.3e-4,0.33039,0.33117,0.3313,0.38713,0.0152,0.39189,0.39574,0.39842,33.667,NA,NA,NA,NA,NA
